index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,5610361,38946,173661,534,2969600,46876,2467100,17202,16937,524,71547540,215992,331251064,North America,59,1907,5
2,Brazil,3363235,23038,108654,775,2478494,46038,776087,8318,15808,511,13464336,63287,212751912,South America,63,1958,16
3,India,2701604,54288,51925,880,1976248,58172,673431,8944,1955,38,30041400,21742,1381715400,Asia,511,26610,46
4,Russia,927745,4892,15740,55,736101,3133,175904,2300,6357,108,32700000,224061,145942628,Europe,157,9272,4
5,South Africa,589886,2541,11982,143,477671,5294,100233,539,9930,202,3415670,57501,59401996,Africa,101,4958,17
6,Peru,535946,-1,26281,-1,365367,-1,144298,1533,16227,796,2773412,83969,33028871,South America,62,1257,12
7,Mexico,522162,4448,56757,214,355101,3729,110304,3489,4045,440,1176931,9116,129103148,North America,247,2275,110
8,Colombia,476660,8328,15372,275,301525,14089,159763,1493,9355,302,2259743,44351,50951072,South America,107,3315,23
9,Chile,387502,1556,10513,61,360385,1557,16604,1177,20249,549,2044880,106855,19136992,South America,49,1820,9
10,Spain,382142,1833,28646,2,-1,-1,-1,617,8173,613,7955615,170148,46757141,Europe,122,1632,6
11,Iran,345450,2247,19804,165,299157,1671,26489,3773,4106,235,2887938,34328,84126996,Asia,244,4248,29
12,UK,319197,713,41369,3,-1,-1,-1,73,4699,609,14674841,216023,67931752,Europe,213,1642,5
13,Saudi Arabia,299914,1372,3436,28,268385,1432,28093,1758,8598,99,4317705,123785,34880742,Asia,116,10152,8
14,Argentina,299126,4557,5814,111,217850,6148,75462,1749,6611,128,966926,21369,45248204,South America,151,7783,47
15,Pakistan,289215,498,6175,7,269087,2786,13953,771,1306,28,2299601,10386,221413234,Asia,766,35856,96
16,Bangladesh,279144,2595,3694,37,160591,1641,114859,-1,1693,22,1364189,8273,164896196,Asia,591,44639,121
17,Italy,254235,320,35400,4,203968,182,14867,58,4206,586,7588083,125526,60450148,Europe,238,1708,8
18,Turkey,250542,1233,5996,22,231971,1002,12575,686,2967,71,5800088,68678,84453113,Asia,337,14085,15
19,Germany,226686,1689,9296,6,202900,-1,14490,224,2704,111,9265361,110541,83818561,Europe,370,9017,9
