index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,5872531,31103,180568,394,3161414,13334,2530549,16729,17727,545,76122604,229781,331282824,North America,56,1835,4
2,Brazil,3605783,23085,114744,467,2709638,-1,781401,8318,16946,539,14144344,66475,212776644,South America,59,1854,15
3,India,3105185,61749,57692,846,2336796,56896,710697,8944,2247,42,35292220,25538,1381937641,Asia,445,23954,39
4,Russia,956749,4852,16383,73,770639,3162,169727,2300,6556,112,34447560,236033,145943650,Europe,153,8908,4
5,South Africa,609773,2728,13059,72,506470,2343,90244,539,10263,220,3553425,59808,59414253,Africa,97,4550,17
6,Peru,594326,9090,27663,210,399357,8213,167306,1515,17990,837,2985782,90379,33036403,South America,56,1194,11
7,Mexico,556216,6482,60254,644,380492,4083,115470,3450,4308,467,1253432,9707,129125341,North America,232,2143,103
8,Colombia,541147,8044,17316,348,374030,14238,149801,1493,10619,340,2474417,48556,50959957,South America,94,2943,21
9,Spain,407879,-1,28838,-1,-1,-1,-1,541,8723,617,7955615,170147,46757437,Europe,115,1621,6
10,Chile,397665,1957,10852,60,371179,1449,15634,1027,20777,567,2204009,115154,19139679,South America,48,1764,9
11,Iran,358905,2113,20643,141,309464,1762,28798,3841,4265,245,3036711,36089,84144619,Asia,234,4076,28
12,Argentina,336802,-1,6947,99,251400,5619,78455,1907,7442,154,1092556,24142,45254997,South America,134,6514,41
13,UK,325642,1041,41429,6,-1,-1,-1,72,4793,610,15177265,223400,67937586,Europe,209,1640,4
14,Saudi Arabia,307479,1109,3649,30,280143,1702,23687,1644,8813,105,4501104,129010,34889636,Asia,113,9561,8
15,Bangladesh,294598,1973,3941,34,179091,3524,111566,-1,1786,24,1442656,8747,164923074,Asia,560,41848,114
16,Pakistan,292765,591,6235,4,275836,519,10694,696,1322,28,2439858,11016,221483664,Asia,757,35523,91
17,Italy,259345,1209,35437,7,205470,267,18438,69,4290,586,8007637,132470,60448696,Europe,233,1706,8
18,Turkey,258249,1217,6121,19,237165,795,14963,783,3057,72,6327466,74910,84467982,Asia,327,13800,13
19,France,242899,4897,30513,1,84950,-1,127436,380,3720,467,6000000,91891,65294602,Europe,269,2140,11
20,Germany,234478,621,9332,1,209600,650,15546,236,2797,111,10197366,121654,83822941,Europe,357,8982,8
21,Iraq,204341,3291,6428,75,146409,3016,51504,661,5065,159,1433626,35534,40345578,Asia,197,6277,28
