index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,2023975,16526,113006,537,770636,8928,1140333,16929,6117,342,21628498,65366,330880530,North America,163,2928,15
2,Brazil,694116,2154,36602,103,302084,-1,355430,8318,3267,172,999836,4706,212463372,South America,306,5805,212
3,Russia,476658,8985,5971,112,230688,3957,239999,2300,3266,41,13016023,89193,145930700,Europe,306,24440,11
4,Spain,288797,167,27136,-1,-1,-1,-1,617,6177,580,4465338,95508,46753690,Europe,162,1723,10
5,UK,287399,1205,40597,55,-1,-1,-1,516,4235,598,5731576,84457,67863688,Europe,236,1672,12
6,India,265928,8442,7473,266,129095,5247,129360,8944,193,5,4774434,3462,1379122578,Asia,5186,184547,289
7,Italy,235278,280,33964,65,166584,747,34730,283,3891,562,4236535,70063,60467085,Europe,257,1780,14
8,Peru,199696,3181,5571,106,89556,3337,104569,1062,6062,169,1203985,36550,32941004,South America,165,5913,27
9,Germany,186205,336,8783,7,169600,500,7822,540,2223,105,4348880,51916,83767456,Europe,450,9537,19
10,Iran,173832,2043,8351,70,136360,2011,29121,2619,2071,100,1107254,13194,83921387,Asia,483,10049,76
11,Turkey,171121,989,4711,19,141380,3411,25030,625,2030,56,2377954,28215,84279639,Asia,493,17890,35
12,France,154188,211,29209,54,71062,220,53917,1024,2363,448,1384633,21216,65264696,Europe,423,2234,47
13,Chile,138846,4696,2264,74,95631,-1,40951,1558,7267,118,728815,38147,19105644,South America,138,8439,26
14,Mexico,117103,3484,13699,188,84419,2875,18985,378,909,106,336395,2611,128844230,North America,1100,9405,383
15,Saudi Arabia,105283,3369,746,34,74524,1707,30013,1632,3027,21,976815,28088,34776977,Asia,330,46618,36
16,Pakistan,103671,4728,2067,65,34355,890,67249,111,470,9,705833,3200,220591553,Asia,2128,106721,313
17,Canada,96140,441,7830,30,54473,240,33837,1816,2549,208,1896822,50286,37720832,North America,392,4817,20
18,Qatar,70158,1368,57,3,45935,1597,24166,241,24987,20,259646,92473,2807805,Asia,40,49260,11
19,Bangladesh,68504,2735,930,42,14560,657,53014,1,416,6,410841,2496,164582631,Asia,2403,176971,401
20,Belgium,59348,122,9606,11,16315,24,33427,116,5122,829,949675,81964,11586489,Europe,195,1206,12
21,South Africa,50879,2594,1080,82,26099,1735,23700,208,859,18,943059,15914,59258991,Africa,1165,54869,63
22,Belarus,49453,823,276,7,23880,233,25297,92,5233,29,632993,66987,9449509,Europe,191,34237,15
23,Netherlands,47739,165,6016,3,-1,-1,-1,92,2786,351,414550,24197,17132558,Europe,359,2848,41
24,Sweden,45133,68,4694,35,-1,-1,-1,298,4471,465,275500,27290,10095291,Europe,224,2151,37
25,Ecuador,43378,258,3642,21,21020,-1,18716,228,2461,207,127576,7238,17624879,South America,406,4839,138
26,UAE,39376,568,281,5,22275,469,16820,1,3984,28,2500000,252973,9882493,Asia,251,35169,4
27,Colombia,39236,-1,1259,-1,15322,-1,22655,335,772,25,410719,8077,50847406,South America,1296,40387,124
28,Singapore,38296,386,25,-1,25368,482,12903,4,6549,4,408495,69859,5847399,Asia,153,233896,14
29,Egypt,35444,1365,1271,34,9375,414,24798,41,347,12,135000,1321,102199634,Africa,2883,80409,757
30,Portugal,34885,192,1485,6,21156,161,12244,55,3421,146,873998,85699,10198446,Europe,292,6868,12
31,Kuwait,32510,662,269,5,21242,1037,10999,166,7620,63,318284,74604,4266300,Asia,131,15860,13
32,Indonesia,32033,847,1883,32,10904,406,19246,-1,117,7,412980,1511,273334499,Asia,8533,145159,662
33,Switzerland,30972,7,1923,2,28700,-1,349,29,3580,222,425154,49147,8650592,Europe,279,4498,20
34,Ukraine,27462,463,797,9,12195,141,14470,304,628,18,431085,9854,43748704,Europe,1593,54892,101
35,Poland,27160,599,1166,9,12998,143,12996,160,718,31,1056396,27911,37849071,Europe,1394,32461,36
36,Ireland,25207,6,1683,4,22698,-1,826,36,5109,341,348416,70613,4934162,Europe,196,2932,14
37,Argentina,22794,-1,670,6,7305,396,14819,274,505,15,198520,4395,45168963,South America,1982,67416,228
38,Philippines,22474,579,1011,8,4637,107,16826,82,205,9,441396,4032,109483597,Asia,4872,108292,248
39,Afghanistan,20917,575,369,12,2171,296,18377,19,538,9,48305,1243,38865373,Asia,1858,105326,805
40,Romania,20604,125,1339,6,14826,188,4439,146,1071,70,506115,26299,19244947,Europe,934,14373,38
41,Dominican Republic,20126,526,539,1,12158,151,7429,110,1857,50,94511,8718,10840829,North America,539,20113,115
42,Israel,18032,169,298,-1,15102,11,2632,27,1961,32,662916,72075,9197590,Asia,510,30864,14
43,Oman,17486,604,81,6,3793,342,13612,75,3431,16,111376,21851,5097088,Asia,291,62927,46
44,Japan,17141,-1,916,-1,15139,-1,1086,98,136,7,314483,2486,126499051,Asia,7380,138099,402
45,Austria,16968,66,672,-1,15839,46,457,17,1885,75,494761,54954,9003169,Europe,531,13398,18
46,Panama,16425,-1,393,-1,10218,-1,5814,84,3811,91,72697,16867,4310139,North America,262,10967,59
47,Bahrain,15417,654,27,1,10326,858,5064,12,9085,16,374362,220613,1696917,Asia,110,62849,5
48,Bolivia,13643,285,465,11,2086,184,11092,3,1170,40,37276,3196,11662351,South America,855,25080,313
49,Iraq,13481,1115,370,24,5572,386,7539,69,336,9,311980,7769,40157701,Asia,2979,108534,129
50,Armenia,13325,195,211,11,4099,85,9015,10,4497,71,70000,23625,2962906,Asia,222,14042,42
51,Kazakhstan,12859,165,56,3,7376,-1,5427,62,685,3,965089,51439,18761857,Asia,1459,335033,19
52,Nigeria,12486,-1,354,-1,3959,-1,8173,7,61,2,76802,373,205766196,Africa,16480,581260,2
53,Denmark,11962,14,593,4,10792,37,577,16,2066,102,715100,123486,5790943,Europe,484,9766,8
54,Serbia,11896,73,250,1,11348,-1,298,15,1361,29,276810,31674,8739407,Europe,735,34958,32
55,S. Korea,11814,38,273,-1,10563,11,978,15,230,5,1018214,19861,51266523,Asia,4339,187789,50
56,Algeria,10265,111,715,8,6799,82,2751,36,234,16,-1,-1,43796100,Africa,4267,61253,
57,Ghana,9910,272,48,4,3645,9,6217,3,319,2,233734,7533,31026938,Africa,3131,646395,133
58,Moldova,9807,107,353,12,5738,100,3716,318,2431,87,63328,15697,4034514,Europe,411,11429,64
59,Czechia,9670,42,328,1,6979,88,2363,9,903,31,473747,44243,10707772,Europe,1107,32646,23
60,Norway,8561,14,239,1,8138,-1,184,5,1580,44,262236,48396,5418531,Europe,633,22672,21
61,Malaysia,8329,7,117,-1,6694,20,1518,6,258,4,618360,19122,32338393,Asia,3883,276397,52
62,Morocco,8302,78,208,-1,7408,44,686,15,225,6,322703,8750,36881658,Africa,4443,177316,114
63,Cameroon,8060,152,212,-1,4748,13,3100,28,304,8,-1,-1,26497531,Africa,3288,124988,
