index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,2291181,27530,121308,620,935484,4490,1234389,16447,6923,367,27228455,82276,330938757,North America,144,2728,12
2,Brazil,1032913,49554,48954,1085,520360,16853,463599,8318,4861,230,2344437,11032,212508714,South America,206,4341,91
3,Russia,569063,7972,7841,181,324406,10443,236816,2300,3899,54,16321964,111846,145932574,Europe,256,18611,9
4,India,395812,14721,12970,366,214206,9024,168636,8944,287,9,6426627,4659,1379530022,Asia,3485,106363,215
5,UK,301815,1346,42461,173,-1,-1,-1,379,4447,626,7433114,109513,67874383,Europe,225,1599,9
6,Spain,292655,307,28315,-1,-1,-1,-1,617,6259,606,4826516,103232,46754232,Europe,160,1651,10
7,Peru,247925,3537,7660,199,135520,4330,104745,1130,7523,232,1461266,44342,32954812,South America,133,4302,23
8,Italy,238011,251,34561,47,181907,1363,21543,161,3936,572,4889103,80859,60464423,Europe,254,1749,12
9,Chile,231393,6290,4093,252,191491,5050,35809,1911,12108,214,923513,48325,19110570,South America,83,4669,21
10,Iran,200262,2615,9392,120,159192,2201,31678,2833,2385,112,1370718,16327,83953697,Asia,419,8939,61
11,Germany,190660,534,8960,14,174400,300,7300,396,2276,107,5029696,60038,83775487,Europe,439,9350,17
12,Turkey,185245,1214,4905,23,157516,1494,22824,769,2197,58,2863632,33967,84306899,Asia,455,17188,29
13,Mexico,165455,5662,19747,667,123095,3740,22613,378,1284,153,453481,3518,128884917,North America,779,6527,284
14,Pakistan,165062,4944,3229,136,61383,2168,100450,111,748,15,1011106,4581,220720675,Asia,1337,68356,218
15,France,159452,811,29617,14,74117,230,55718,727,2443,454,1384633,21214,65269025,Europe,409,2204,47
16,Saudi Arabia,150292,4301,1184,45,95764,1849,53344,1941,4320,34,1224289,35188,34793283,Asia,232,29386,28
17,Bangladesh,105535,3243,1388,45,42945,2781,61202,1,641,8,585548,3557,164631906,Asia,1560,118611,281
18,Canada,100565,345,8346,46,62961,465,29258,1990,2665,221,2295440,60837,37730767,North America,375,4521,16
19,South Africa,87715,3825,1831,94,47825,2905,38059,208,1480,31,1260434,21262,59281463,Africa,676,32377,47
20,Qatar,85462,1021,93,7,65409,1767,19960,221,30437,33,313501,111653,2807805,Asia,33,30191,9
21,Belgium,60476,128,9695,12,16751,27,34030,55,5219,837,1087369,93836,11588002,Europe,192,1195,11
22,Colombia,60217,-1,1950,-1,22680,-1,35587,335,1184,38,550611,10825,50863696,South America,845,26084,92
23,Belarus,57333,676,337,6,35275,1252,21721,92,6067,36,821887,86978,9449416,Europe,165,28040,11
24,Sweden,56043,-1,5053,-1,-1,-1,-1,272,5550,500,385659,38195,10097180,Europe,180,1998,26
25,Egypt,52211,1774,2017,79,13928,400,36266,41,511,20,135000,1320,102257731,Africa,1959,50698,757
26,Ecuador,49731,634,4156,69,24446,323,21129,234,2820,236,137930,7822,17632936,South America,355,4243,128
