index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,3823649,53637,142766,702,1773422,32189,1907461,16688,11549,431,47442239,143290,331092264,North America,87,2319,7
2,Brazil,2075124,26427,78735,803,1366775,-1,629614,8318,9759,370,4911063,23097,212628252,South America,102,2701,43
3,India,1077864,37407,26828,543,677630,23552,373406,8944,781,19,13433742,9730,1380604191,Asia,1281,51461,103
4,Russia,765437,6234,12247,124,546863,7490,206327,2300,5245,84,24676930,169092,145937516,Europe,191,11916,6
5,South Africa,350879,13285,4948,144,182230,4047,163701,539,5913,83,2422741,40828,59340708,Africa,169,11993,24
6,Peru,349500,3963,12998,199,238086,4104,98416,1311,10594,394,2042218,61902,32991214,South America,94,2538,16
7,Mexico,331298,7257,38310,736,208436,4972,84552,378,2568,297,799178,6196,128992183,North America,389,3367,161
8,Chile,328846,2307,8445,98,299449,2635,20952,1792,17196,442,1388319,72597,19123557,South America,58,2264,14
9,Spain,307335,-1,28420,-1,-1,-1,-1,617,6573,608,6026446,128892,46755662,Europe,152,1645,8
10,UK,294066,827,45273,40,-1,-1,-1,142,4331,667,13112764,193111,67902582,Europe,231,1500,5
11,Iran,271606,2166,13979,188,235300,2427,22327,3529,3232,166,2123518,25268,84038878,Asia,309,6012,40
12,Pakistan,261916,1917,5522,47,198509,14772,57885,1604,1185,25,1699101,7686,221061085,Asia,844,40033,130
13,Saudi Arabia,248416,2565,2447,40,194218,3057,51751,2182,7131,70,2622786,75289,34836271,Asia,140,14236,13
14,Italy,244216,249,35042,14,196806,323,12368,50,4039,580,6202524,102593,60457407,Europe,248,1725,10
15,Turkey,218717,918,5475,17,201013,1179,12229,1231,2592,65,4232067,50156,84378767,Asia,386,15412,20
16,Germany,202572,227,9162,2,187500,300,5910,249,2417,109,6884614,82159,83796659,Europe,414,9146,12
17,Bangladesh,202066,2709,2581,34,110098,1373,89387,1,1226,16,1017674,6177,164761811,Asia,815,63836,162
18,Colombia,182140,-1,6288,-1,80637,-1,95215,1027,3578,124,1159562,22778,50906643,South America,279,8096,44
19,France,174674,-1,30152,-1,79233,-1,65289,477,2676,462,2618722,40115,65280436,Europe,374,2165,25
20,Argentina,119301,-1,2204,26,52607,2827,64490,752,2639,49,531753,11761,45214244,South America,379,20515,85
21,Canada,109999,330,8848,9,96912,223,4239,2177,2913,234,3438041,91057,37756958,North America,343,4267,11
22,Qatar,106308,410,154,1,103023,426,3131,132,37862,55,438990,156346,2807805,Asia,26,18233,6
23,Iraq,90220,2049,3691,75,58492,1997,28037,397,2241,92,777287,19308,40256584,Asia,446,10907,52
24,Egypt,87172,698,4251,63,27868,566,55053,41,851,42,135000,1318,102410895,Africa,1175,24091,759
25,Indonesia,84882,1752,4016,59,43268,1434,37598,-1,310,15,1201014,4389,273650409,Asia,3224,68140,228
26,Sweden,77281,-1,5619,-1,-1,-1,-1,62,7650,556,681820,67492,10102161,Europe,131,1798,15
27,Ecuador,72444,-1,5250,-1,31404,-1,35790,313,4104,297,199115,11279,17654176,South America,244,3363,89
28,Kazakhstan,68703,1808,375,-1,40256,-1,28072,221,3657,20,1737546,92490,18786397,Asia,273,50097,11
29,Belarus,65953,171,495,4,57856,486,7602,89,6980,52,1183007,125197,9449170,Europe,143,19089,8
30,Oman,65504,1311,308,10,42772,1322,22424,164,12815,60,266845,52207,5111327,Asia,78,16595,19
31,Philippines,65304,2357,1773,113,22067,321,41464,522,596,16,1117568,10193,109643012,Asia,1679,61840,98
