index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,5838645,41908,180142,942,3144164,16746,2514339,16770,17625,544,75437048,227716,331277530,North America,57,1839,4
2,Brazil,3582698,46210,114277,823,2670755,-1,797666,8318,16838,537,14144344,66476,212772522,South America,59,1862,15
3,India,3043436,70068,56846,918,2279900,59101,706690,8944,2202,41,34491073,24959,1381900601,Asia,454,24310,40
4,Russia,951897,4921,16310,121,767477,6147,168110,2300,6522,112,33814105,231693,145943480,Europe,153,8948,4
5,South Africa,607045,3707,12987,144,504127,4025,89931,539,10218,219,3535067,59501,59412210,Africa,98,4575,17
6,Peru,576067,-1,27245,-1,384908,-1,163914,1530,17438,825,2915372,88251,33035148,South America,57,1213,11
7,Mexico,549734,5928,59610,504,376409,4771,113715,3518,4257,462,1239133,9597,129121642,North America,235,2166,104
8,Colombia,533103,10965,16968,400,359792,10852,156343,1493,10462,333,2450441,48087,50958476,South America,96,3003,21
9,Spain,407879,-1,28838,-1,-1,-1,-1,541,8723,617,7955615,170147,46757388,Europe,115,1621,6
10,Chile,395708,1939,10792,69,369730,1833,15186,1058,20675,564,2172028,113486,19139231,South America,48,1773,9
11,Iran,356792,2028,20502,126,307702,1836,28588,3850,4240,244,3011310,35789,84141682,Asia,236,4104,28
12,Argentina,336802,7759,6848,118,245781,5975,84173,1907,7443,151,1073719,23727,45253865,South America,134,6608,42
13,UK,324601,1288,41423,18,-1,-1,-1,76,4778,610,15177265,223403,67936614,Europe,209,1640,4
14,Saudi Arabia,306370,1184,3619,39,278441,1374,24310,1652,8781,104,4501104,129015,34888154,Asia,114,9640,8
15,Bangladesh,292625,2265,3907,46,175567,2952,113151,-1,1774,24,1431855,8682,164918594,Asia,564,42211,115
16,Pakistan,292174,586,6231,12,275317,1738,10626,731,1319,28,2414902,10904,221471926,Asia,758,35544,92
17,Italy,258136,1071,35430,3,205203,243,17503,64,4270,586,7940266,131355,60448938,Europe,234,1706,8
18,Turkey,257032,1309,6102,22,236370,801,14560,762,3043,72,6247164,73961,84465504,Asia,329,13842,14
19,France,238002,3602,30512,9,84950,121,122540,380,3645,467,6000000,91892,65294208,Europe,274,2140,11
20,Germany,233857,836,9331,3,208950,3150,15576,236,2790,111,10197366,121655,83822211,Europe,358,8983,8
