index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,5639821,27794,174630,914,2986917,13330,2478274,17342,17026,527,72192311,217935,331256357,North America,59,1897,5
2,Brazil,3370262,7027,108900,246,2478494,-1,782868,8318,15841,512,13729872,64533,212756034,South America,63,1954,15
3,India,2766626,65022,53023,1098,2035143,58895,678460,8944,2002,38,30941264,22393,1381752440,Asia,499,26059,45
4,Russia,932493,4748,15872,132,742628,6527,173993,2300,6389,109,32968759,225902,145942798,Europe,157,9195,4
5,South Africa,589886,-1,11982,-1,477671,-1,100233,539,9930,202,3415670,57499,59404038,Africa,101,4958,17
6,Peru,541493,-1,26481,-1,370717,-1,144295,1524,16394,802,2793614,84578,33030127,South America,61,1247,12
7,Mexico,525733,3571,57023,266,359347,4246,109363,3536,4072,442,1181695,9153,129106847,North America,246,2264,109
8,Colombia,476660,-1,15372,-1,301525,-1,159763,1493,9355,302,2259743,44350,50952553,South America,107,3315,23
9,Chile,388855,1353,10546,33,362440,2055,15869,1157,20319,551,2068079,108065,19137440,South America,49,1815,9
10,Spain,384270,2128,28670,24,-1,-1,-1,617,8218,613,7955615,170147,46757191,Europe,122,1631,6
11,Iran,347835,2385,19972,168,300881,1724,26982,3882,4134,237,2914049,34637,84129933,Asia,242,4212,29
12,UK,320286,1089,41381,12,-1,-1,-1,73,4715,609,14825051,218231,67932724,Europe,212,1642,5
13,Saudi Arabia,301323,1409,3470,34,272911,4526,24942,1716,8638,99,4378417,125520,34882225,Asia,116,10053,8
14,Argentina,299126,-1,5877,63,223531,5681,69718,1749,6611,130,994942,21988,45249337,South America,151,7699,45
15,Pakistan,289832,617,6190,15,270009,922,13633,759,1309,28,2317213,10465,221424972,Asia,764,35771,96
16,Bangladesh,282344,3200,3740,46,162825,2234,115779,-1,1712,23,1378819,8362,164900676,Asia,584,44091,120
17,Italy,254636,401,35405,5,204142,174,15089,58,4212,586,7642059,126420,60449906,Europe,237,1707,8
18,Turkey,251805,1263,6016,20,232913,942,12876,703,2982,71,5882406,69651,84455591,Asia,335,14038,14
19,Germany,227899,1213,9305,9,202900,-1,15694,224,2719,111,9265361,110540,83819291,Europe,368,9008,9
20,France,221267,2238,30429,-1,84065,-1,106773,384,3389,466,6000000,91894,65292634,Europe,295,2146,11
