index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,2352846,22268,122237,257,977683,4742,1252926,16502,7109,369,28405693,85831,330949344,North America,141,2707,12
2,Brazil,1084883,14744,50608,550,543186,-1,491089,8318,5105,238,2409830,11339,212516958,South America,196,4199,88
3,Russia,584680,7728,8111,109,339711,5119,236858,2300,4006,56,16998453,116481,145932915,Europe,250,17992,9
4,India,426910,15183,13703,426,237252,9071,175955,8944,309,10,6807226,4934,1379604102,Asia,3232,100679,203
5,UK,304331,1221,42632,43,-1,-1,-1,379,4484,628,7890145,116243,67876328,Europe,223,1592,9
6,Spain,293352,334,28323,1,-1,-1,-1,617,6274,606,5162909,110426,46754331,Europe,159,1651,9
7,Peru,254936,3598,8045,184,141967,3204,104924,1143,7735,244,1504209,45641,32957322,South America,129,4097,22
8,Chile,242355,5607,4479,184,200569,3960,37307,1996,12681,234,963708,50426,19111466,South America,79,4267,20
9,Italy,238499,224,34634,24,182893,440,20972,148,3944,573,4984370,82435,60463939,Europe,254,1746,12
10,Iran,204952,2368,9623,116,163591,2207,31738,2887,2441,115,1422407,16942,83959572,Asia,410,8725,59
11,Germany,191575,359,8962,1,174900,200,7713,376,2287,107,5029696,60037,83776947,Europe,437,9348,17
12,Turkey,187685,1192,4950,23,160240,1412,22495,803,2226,59,2945240,34933,84311855,Asia,449,17033,29
13,Pakistan,176617,4951,3501,119,67892,4388,105224,111,800,16,1071642,4855,220744151,Asia,1250,63052,206
14,Mexico,175202,4717,20781,387,131686,4354,22735,378,1359,161,473952,3677,128892314,North America,736,6202,272
15,France,160377,284,29640,7,74372,60,56365,715,2457,454,1384633,21214,65269812,Europe,407,2202,47
16,Saudi Arabia,157612,3379,1267,37,101130,2213,55215,2027,4530,36,1284653,36919,34796248,Asia,221,27463,27
17,Bangladesh,112306,3531,1464,39,45077,1084,65765,1,682,9,615164,3736,164640865,Asia,1466,112460,268
18,Canada,101286,267,8430,20,63860,372,28996,2014,2684,223,2382781,63149,37732573,North America,373,4476,16
19,South Africa,97302,4621,1930,53,51608,1282,43764,208,1641,33,1328060,22401,59285549,Africa,609,30718,45
20,Qatar,87369,881,98,4,68319,1556,18952,221,31116,35,320792,114250,2807805,Asia,32,28651,9
21,Colombia,65633,-1,2126,-1,25499,-1,38008,335,1290,42,585822,11517,50866658,South America,775,23926,87
22,Belgium,60550,-1,9696,-1,16771,-1,34083,50,5225,837,1098910,94829,11588277,Europe,191,1195,11
23,Belarus,58505,569,346,3,37666,917,20493,89,6191,37,861703,91191,9449399,Europe,162,27310,11
24,Sweden,56043,-1,5053,-1,-1,-1,-1,272,5550,500,385659,38193,10097524,Europe,180,1998,26
25,Egypt,55233,1475,2193,87,14736,409,38304,41,540,21,135000,1320,102268294,Africa,1852,46634,758
26,Ecuador,50640,909,4223,67,24991,545,21426,273,2872,239,139333,7901,17634401,South America,348,4176,127
27,Netherlands,49593,91,6090,1,-1,-1,-1,55,2894,355,517317,30193,17133901,Europe,345,2813,33
28,Indonesia,45891,862,2465,36,18404,521,25022,-1,168,9,639385,2338,273437170,Asia,5958,110928,428
29,UAE,44925,392,302,1,32415,661,12208,1,4544,31,3038000,307280,9886737,Asia,220,32738,3
30,Singapore,42095,262,26,-1,34942,718,7127,1,7197,4,576189,98510,5849031,Asia,139,224963,10
31,Argentina,41204,-1,1000,8,12728,522,27476,353,912,22,279672,6190,45183679,South America,1097,45184,162
32,Kuwait,39650,505,326,7,31240,514,8084,186,9289,76,354378,83021,4268544,Asia,108,13094,12
