index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,4023947,62518,144888,1054,1884336,34347,1994723,16720,12153,438,49876031,150634,331108144,North America,82,2285,7
2,Brazil,2159654,38009,81487,1236,1465970,56768,612197,8318,10156,383,4911063,23096,212640618,South America,98,2610,43
3,India,1194085,39168,28771,672,752393,27691,412921,8944,865,21,14381303,10416,1380715311,Asia,1156,47990,96
4,Russia,783328,5842,12580,153,562384,8782,208364,2300,5368,86,25449167,174383,145938027,Europe,186,11601,6
5,South Africa,381798,8170,5368,195,208144,13279,168286,539,6433,90,2536921,42747,59346837,Africa,155,11056,23
6,Peru,362087,4406,13579,195,248746,3665,99762,1342,10974,412,2109202,63925,32994980,South America,91,2430,16
7,Mexico,349396,5172,39485,301,222068,4645,87843,3909,2708,306,827951,6418,129003279,North America,369,3267,156
8,Chile,334683,1654,8677,44,306816,2824,19190,1728,17500,454,1432980,74927,19124900,South America,57,2204,13
9,Spain,313274,1358,28424,2,-1,-1,-1,617,6700,608,6320836,135188,46755810,Europe,149,1645,7
10,UK,295817,445,45422,110,-1,-1,-1,142,4356,669,13572759,199877,67905499,Europe,230,1495,5
11,Iran,278827,2625,14634,229,242351,2264,21842,3589,3317,174,2201958,26199,84047689,Asia,301,5743,38
12,Pakistan,266096,1013,5639,40,208030,2101,52427,1481,1204,26,1758551,7954,221096300,Asia,831,39208,126
13,Saudi Arabia,255825,2476,2557,34,207259,4000,46009,2184,7343,73,2784874,79932,34840718,Asia,136,13626,13
14,Italy,244752,128,35073,15,197431,269,12248,49,4048,580,6305412,104296,60456681,Europe,247,1724,10
15,Turkey,221500,928,5526,18,204011,1009,11963,1246,2625,65,4359627,51663,84386202,Asia,381,15271,19
16,Colombia,211038,7033,7166,237,98840,3036,105032,1456,4145,141,1263700,24822,50911086,South America,241,7105,40
17,Bangladesh,210510,3057,2709,41,115397,1841,92404,1,1278,16,1054559,6400,164775250,Asia,783,60825,156
18,Germany,203890,403,9180,7,188100,300,6610,264,2433,110,6884614,82156,83798849,Europe,411,9128,12
19,France,177338,584,30165,13,79734,501,67439,455,2717,462,2884738,44189,65281616,Europe,368,2164,23
20,Argentina,136118,5344,2490,117,58598,2685,75030,752,3010,55,563513,12462,45217640,South America,332,18160,80
21,Canada,111669,545,8862,4,97742,268,5065,2183,2957,235,3573630,94641,37759668,North America,338,4261,11
22,Qatar,107430,393,160,1,104191,409,3079,119,38261,57,451168,160684,2807805,Asia,26,17549,6
