index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,3413079,57433,137782,380,1516774,27354,1758523,15822,10309,416,42469585,128281,331065797,North America,97,2403,8
2,Brazil,1866176,25364,72151,659,1213512,-1,580513,8318,8778,339,4572796,21508,212607642,South America,114,2947,46
3,India,879466,29108,23187,500,554429,18198,301850,8944,637,17,11587153,8394,1380418989,Asia,1570,59534,119
4,Russia,727162,6615,11335,130,501061,3615,214766,2300,4983,78,23031056,157815,145936664,Europe,201,12875,6
5,Peru,326326,3616,11870,188,217111,2959,97345,1315,9893,360,1925231,58367,32984938,South America,101,2779,17
6,Chile,315041,3012,6979,98,283902,2788,24160,1995,16476,365,1292798,67610,19121318,South America,61,2740,15
7,Spain,300988,-1,28403,-1,-1,-1,-1,617,6438,607,5734599,122651,46755416,Europe,155,1646,8
8,Mexico,295268,6094,34730,539,180852,3755,79686,378,2289,269,723668,5611,128973689,North America,437,3714,178
9,UK,289603,650,44819,21,-1,-1,-1,185,4265,660,11990257,176593,67897720,Europe,234,1515,6
10,South Africa,276242,12058,4079,108,134874,7159,137289,539,4656,69,2154391,36312,59330493,Africa,215,14545,28
11,Iran,257303,2186,12829,194,219993,2327,24481,3359,3062,153,1972207,23472,84024191,Asia,327,6550,43
12,Pakistan,248872,2521,5197,74,156700,3566,86975,2118,1126,24,1562638,7071,221002394,Asia,888,42525,141
13,Italy,243061,234,34954,9,194928,349,13179,68,4020,578,5938811,98229,60458616,Europe,249,1730,10
14,Saudi Arabia,232259,2779,2223,42,167138,1742,62898,2245,6669,64,2270719,65196,34828860,Asia,150,15668,15
15,Turkey,212993,1012,5363,19,194515,1298,13115,1209,2525,64,3975455,47121,84366376,Asia,396,15731,21
16,Germany,199950,138,9134,-1,184600,100,6216,278,2386,109,6376054,76093,83793008,Europe,419,9174,13
17,Bangladesh,183795,2666,2352,47,93614,5580,87829,1,1116,14,943524,5727,164739414,Asia,896,70042,175
18,France,170752,-1,30004,-1,78388,-1,62360,496,2616,460,1384633,21211,65278468,Europe,382,2176,47
19,Colombia,150445,5083,5307,188,63451,2265,81687,875,2956,104,1031230,20260,50899239,South America,338,9591,49
20,Canada,107590,243,8783,10,71467,201,27340,2156,2850,233,3212803,85102,37752442,North America,351,4298,12
21,Qatar,103598,470,147,1,99743,809,3708,140,36896,52,412682,146977,2807805,Asia,27,19101,7
22,Argentina,100166,2657,1845,35,42694,1286,55627,735,2216,41,466308,10315,45208584,South America,451,24503,97
23,Egypt,82070,912,3858,89,24419,543,53793,41,802,38,135000,1319,102384487,Africa,1248,26538,758
24,Iraq,77506,2312,3150,95,44724,1645,29632,400,1926,78,671478,16685,40244224,Asia,519,12776,60
25,Indonesia,75699,1681,3606,71,35638,919,36455,-1,277,13,1061367,3879,273610921,Asia,3614,75877,258
26,Sweden,74898,-1,5526,-1,-1,-1,-1,85,7415,547,600019,59400,10101302,Europe,135,1828,17
27,Ecuador,67870,661,5047,16,30283,176,32540,308,3845,286,182523,10341,17650514,South America,260,3497,97
28,Belarus,64932,165,464,5,55380,461,9088,89,6872,49,1134653,120079,9449212,Europe,146,20365,8
29,Belgium,62606,137,9782,-1,17196,-1,35628,32,5401,844,1361830,117487,11591301,Europe,185,1185,9
30,Kazakhstan,58253,1798,375,21,33814,1314,24064,221,3101,20,1694586,90218,18783329,Asia,322,50089,11
31,Oman,56015,1318,257,9,36098,843,19660,143,10963,50,238614,46700,5109547,Asia,91,19882,21
32,Kuwait,54894,836,390,4,44610,649,9894,151,12849,91,433336,101428,4272342,Asia,78,10955,10
33,UAE,54854,401,333,2,45140,492,9381,1,5544,34,3816000,385691,9893918,Asia,180,29711,3
34,Philippines,54222,-1,1372,-1,14037,-1,38813,333,495,13,959684,8754,109623085,Asia,2022,79900,114
35,Ukraine,53521,678,1383,11,26118,457,26020,89,1224,32,796680,18221,43723710,Europe,817,31615,55
36,Netherlands,51022,101,6137,-1,-1,-1,-1,20,2977,358,681931,39795,17136173,Europe,336,2792,25
37,Bolivia,47200,1635,1754,52,14333,415,31113,71,4042,150,105257,9014,11677580,South America,247,6658,111
38,Portugal,46512,291,1660,6,30907,252,13945,64,4562,163,1316425,129117,10195615,Europe,219,6142,8
39,Singapore,45961,178,26,-1,42285,259,3650,1,7854,4,866414,148060,5851793,Asia,127,225069,7
40,Panama,45633,1301,909,16,23039,869,21685,160,10571,211,164927,38207,4316639,North America,95,4749,26
41,Dominican Republic,44532,1418,897,17,21459,463,22176,226,4104,83,189391,17453,10851224,North America,244,12097,57
42,Israel,38670,1206,362,8,19008,194,19300,151,4204,39,1221430,132799,9197590,Asia,238,25408,8
43,Poland,37891,370,1571,3,27148,513,9172,65,1001,42,1779643,47024,37845122,Europe,999,24090,21
44,Afghanistan,34451,85,1010,16,21216,81,12225,31,885,26,79732,2047,38949416,Asia,1131,38564,489
45,Bahrain,32941,471,108,4,28425,597,4408,47,19347,63,666248,391311,1702606,Asia,52,15765,3
46,Switzerland,32883,66,1968,-1,29600,100,1315,17,3799,227,683873,79000,8656636,Europe,263,4399,13
47,Nigeria,32558,571,740,16,13447,344,18371,7,158,4,181248,879,206256256,Africa,6335,278725,1
48,Romania,32535,456,1884,13,21545,131,9106,243,1692,98,847586,44070,19232741,Europe,591,10208,23
49,Armenia,31969,577,565,6,19633,214,11771,10,10788,191,134989,45552,2963434,Asia,93,5245,22
50,Guatemala,29355,757,1219,47,4214,141,23922,5,1638,68,64590,3604,17924230,North America,611,14704,278
51,Honduras,27583,530,771,21,2901,51,23911,58,2784,78,49308,4976,9908935,North America,359,12852,201
52,Ireland,25628,17,1746,-1,23364,-1,518,9,5188,353,500578,101343,4939434,Europe,193,2829,10
53,Ghana,24518,270,139,4,20187,356,4192,8,789,4,328383,10563,31089089,Africa,1268,223663,95
54,Azerbaijan,24041,520,306,8,15093,486,8642,66,2370,30,568234,56028,10142007,Asia,422,33144,18
55,Japan,21502,373,982,-1,18003,154,2517,32,170,8,558622,4417,126462189,Asia,5881,128780,226
56,Moldova,19382,174,642,2,12667,211,6073,373,4805,159,101180,25084,4033621,Europe,208,6283,40
57,Algeria,19195,483,1011,7,13743,619,4441,50,438,23,-1,-1,43871921,Africa,2286,43395,
58,Austria,18897,114,708,2,16952,88,1237,10,2098,79,696740,77346,9008074,Europe,477,12723,13
59,Serbia,18360,287,393,11,13876,96,4091,144,2102,45,491428,56253,8736058,Europe,476,22229,18
