index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,2005522,16978,112467,371,757107,5412,1135948,16915,6061,340,21160868,63954,330875237,North America,165,2942,16
2,Brazil,678360,4773,36078,121,302084,-1,340198,8318,3193,170,999836,4706,212459250,South America,313,5889,212
3,Russia,467673,8984,5859,134,226731,5343,235083,2300,3205,40,12721549,87175,145930530,Europe,312,24907,11
4,Spain,288630,240,27136,1,-1,-1,-1,617,6173,580,4063843,86920,46753640,Europe,162,1723,12
5,UK,286194,1326,40542,77,-1,-1,-1,604,4217,597,5581073,82241,67862715,Europe,237,1674,12
6,India,257506,10884,7207,261,123848,5153,126451,8944,187,5,4666386,3384,1379085538,Asia,5356,191354,296
7,Italy,234998,197,33899,53,165837,759,35262,287,3886,561,4236535,70063,60467327,Europe,257,1784,14
8,Peru,196515,4757,5465,164,86219,3488,104831,1062,5966,166,1191956,36186,32939749,South America,168,6027,28
9,Germany,185869,173,8776,7,169100,200,7993,568,2219,105,4348880,51917,83766726,Europe,451,9545,19
10,Iran,171789,2364,8281,72,134349,2311,29159,2596,2047,99,1084857,12928,83918450,Asia,488,10134,77
11,Turkey,170132,914,4692,23,137969,2647,27471,613,2019,56,2338593,27749,84277161,Asia,495,17962,36
12,France,153977,343,29155,13,70842,36,53980,1053,2359,447,1384633,21216,65264303,Europe,424,2239,47
13,Chile,134150,6405,2190,649,95631,-1,36329,1558,7022,115,708773,37098,19105196,South America,142,8724,27
14,Mexico,113619,3593,13511,341,81544,2954,18564,378,882,105,332326,2579,128840531,North America,1134,9536,388
15,Saudi Arabia,101914,3045,712,36,72817,1026,28385,1564,2931,20,958237,27555,34775495,Asia,341,48842,36
16,Pakistan,98943,4960,2002,67,33465,884,63476,111,449,9,683608,3099,220579815,Asia,2229,110180,323
17,Canada,95698,641,7800,27,54221,607,33677,1738,2537,207,1868277,49530,37719929,North America,394,4836,20
18,Qatar,68790,1595,54,3,44338,1811,24398,245,24500,19,255533,91008,2807805,Asia,41,51996,11
19,Bangladesh,65769,2743,888,42,13903,578,50978,1,400,5,397987,2418,164578152,Asia,2502,185336,414
20,Belgium,59226,154,9595,15,16291,101,33340,111,5112,828,935670,80756,11586352,Europe,196,1208,12
21,Belarus,48630,879,269,6,23647,632,24714,92,5146,28,622313,65857,9449517,Europe,194,35128,15
22,South Africa,48285,2312,998,46,24364,106,22923,208,815,17,920064,15527,59256948,Africa,1227,59376,64
23,Netherlands,47574,239,6013,2,-1,-1,-1,97,2777,351,388113,22654,17132455,Europe,360,2849,44
24,Sweden,44730,81,4659,3,-1,-1,-1,198,4431,462,275500,27290,10095119,Europe,226,2167,37
25,Ecuador,43120,392,3621,13,21020,-1,18479,222,2447,205,127414,7230,17624147,South America,409,4867,138
26,UAE,38808,540,276,1,21806,745,16726,1,3927,28,2500000,252981,9882167,Asia,255,35805,4
27,Colombia,38027,-1,1205,-1,14382,-1,22440,335,748,24,399505,7857,50845925,South America,1337,42196,127
28,Singapore,37910,383,25,-1,24886,327,12999,3,6483,4,408495,69861,5847274,Asia,154,233891,14
29,Portugal,34693,342,1479,5,20995,188,12219,58,3402,145,873998,85698,10198527,Europe,294,6896,12
30,Egypt,34079,1467,1237,39,8961,423,23881,41,333,12,135000,1321,102194352,Africa,2999,82615,757
31,Kuwait,31848,717,264,10,20205,923,11379,196,7465,62,315285,73904,4266127,Asia,134,16160,14
32,Indonesia,31186,672,1851,50,10498,591,18837,-1,114,7,405992,1485,273326601,Asia,8764,147664,673
33,Switzerland,30965,9,1921,-1,28700,-1,344,28,3580,222,423468,48953,8650419,Europe,279,4503,20
34,Ukraine,26999,485,788,11,12054,242,14157,304,617,18,424046,9693,43749418,Europe,1620,55520,103
35,Poland,26561,575,1157,4,12855,214,12549,160,702,31,1056396,27911,37849184,Europe,1425,32713,36
36,Ireland,25201,18,1679,1,22698,-1,824,36,5108,340,348416,70615,4934012,Europe,196,2939,14
37,Argentina,22020,-1,656,8,6909,729,14455,274,488,15,193923,4293,45167831,South America,2051,68853,233
38,Philippines,21895,555,1003,9,4530,89,16362,82,200,9,429332,3922,109479612,Asia,5000,109152,255
39,Romania,20479,189,1333,11,14638,219,4508,144,1064,69,503200,26147,19245295,Europe,940,14438,38
40,Afghanistan,20342,791,357,30,1875,45,18110,19,523,9,47327,1218,38862972,Asia,1910,108860,821
41,Dominican Republic,19600,405,538,2,12007,88,7055,110,1808,50,94511,8718,10840532,North America,553,20150,115
42,Israel,17863,111,298,3,15091,49,2474,27,1942,32,649463,70612,9197590,Asia,515,30864,14
43,Japan,17103,-1,914,-1,15079,-1,1110,99,135,7,311447,2462,126500104,Asia,7396,138403,406
44,Austria,16902,4,672,-1,15793,4,437,17,1877,75,489597,54381,9003029,Europe,533,13397,18
