index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,2181019,18791,118243,385,879027,8977,1183749,16687,6591,357,25132383,75948,330917584,North America,152,2799,13
2,Brazil,888271,20389,43959,570,453568,16056,390744,8318,4180,207,1604784,7552,212492226,South America,239,4834,132
3,Russia,537210,8246,7091,143,284539,4489,245580,2300,3681,49,15161152,103892,145931893,Europe,272,20580,10
4,India,343026,10243,9915,395,180320,10631,152791,8944,249,7,5774133,4186,1379381861,Asia,4021,139121,239
5,UK,296857,968,41736,38,-1,-1,-1,392,4374,615,6866481,101170,67870494,Europe,229,1626,10
6,Spain,291189,181,27136,-1,-1,-1,-1,617,6228,580,4826516,103232,46754035,Europe,161,1723,10
7,Italy,237290,301,34371,26,177010,640,25909,207,3924,568,4648825,76884,60465391,Europe,255,1759,13
8,Peru,229736,-1,6688,-1,115579,-1,107469,1113,6972,203,1360839,41300,32949791,South America,143,4927,24
9,Iran,189876,2449,8950,113,150590,1916,30336,2765,2262,107,1269194,15120,83941948,Asia,442,9379,66
10,Germany,188044,373,8885,15,172600,400,6559,425,2245,106,4694147,56034,83772567,Europe,445,9429,18
11,Turkey,179831,1592,4825,18,152364,947,22642,722,2133,57,2674203,31724,84296986,Asia,469,17471,32
12,Chile,179436,5143,3362,39,148792,5088,27282,1723,9390,176,858958,44951,19108779,South America,106,5684,22
13,France,157372,152,29436,29,73044,185,54892,846,2411,451,1384633,21215,65267451,Europe,415,2217,47
14,Mexico,146837,4147,17141,269,108110,3135,21586,378,1139,133,406547,3155,128870121,North America,878,7518,317
15,Pakistan,144478,5248,2729,97,53721,1986,88028,111,655,12,897650,4068,220673722,Asia,1527,80862,246
16,Saudi Arabia,132048,4507,1011,39,87890,3170,43147,1897,3796,29,1126653,32387,34787354,Asia,263,34409,31
17,Canada,99073,286,8174,28,60999,727,29900,1937,2626,217,2152700,57060,37727154,North America,381,4616,18
