index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,3762649,67624,141915,797,1710222,30589,1910512,16442,11365,429,46524470,140520,331086970,North America,88,2333,7
2,Brazil,2046328,31590,77851,1029,1366775,-1,601702,8318,9624,366,4911063,23097,212624130,South America,104,2731,43
3,India,1040457,34820,26285,676,654078,17476,360094,8944,754,19,13072718,9469,1380567150,Asia,1327,52523,106
4,Russia,759203,6406,12123,186,539373,7681,207707,2300,5202,83,24364568,166952,145937345,Europe,192,12038,6
5,Peru,345537,3951,12799,184,233982,2988,98756,1314,10474,388,2023996,61352,32989959,South America,95,2578,16
6,South Africa,337594,13373,4804,135,178183,12592,154607,539,5689,81,2373053,39992,59338665,Africa,176,12352,25
7,Chile,326539,2841,8347,98,296814,1513,21378,1796,17076,436,1370603,71673,19123109,South America,59,2291,14
8,Mexico,324041,6406,37574,668,203464,4335,83003,378,2512,291,782063,6063,128988484,North America,398,3433,165
9,Spain,307335,1400,28420,4,-1,-1,-1,617,6573,608,6026446,128892,46755613,Europe,152,1645,8
10,UK,293239,687,45233,114,-1,-1,-1,142,4319,666,12892406,189869,67901609,Europe,232,1501,5
11,Iran,269440,2379,13791,183,232873,2265,22776,3509,3206,164,2073791,24677,84035940,Asia,312,6094,41
12,Pakistan,259999,2085,5475,49,183737,5000,70787,1895,1176,25,1676090,7582,221049347,Asia,850,40374,132
13,Saudi Arabia,245851,2613,2407,37,191161,3539,52283,2188,7058,69,2494873,71620,34834789,Asia,142,14472,14
14,Italy,243967,231,35028,11,196483,237,12456,50,4035,579,6154259,101795,60457649,Europe,248,1726,10
15,Turkey,217799,926,5458,18,199834,1014,12507,1226,2581,65,4191124,49672,84376289,Asia,387,15459,20
16,Germany,202337,501,9160,3,186900,500,6277,249,2415,109,6884614,82159,83795929,Europe,414,9148,12
17,Bangladesh,199357,3034,2547,51,108725,1762,88085,1,1210,15,1006751,6111,164757332,Asia,826,64687,164
18,Colombia,182140,8934,6288,259,80637,4473,95215,1027,3578,124,1159562,22779,50905162,South America,279,8096,44
19,France,174674,836,30152,14,79233,197,65289,477,2676,462,2618722,40115,65280042,Europe,374,2165,25
20,Argentina,119301,4518,2178,66,49780,660,67343,752,2639,48,519281,11485,45213112,South America,379,20759,87
21,Canada,109639,375,8839,12,96674,23838,4126,2177,2904,234,3387755,89727,37756055,North America,344,4272,11
22,Qatar,105898,421,153,1,102597,429,3148,132,37716,54,435584,155133,2807805,Asia,27,18352,6
23,Iraq,88171,2023,3616,94,56495,2179,28060,382,2190,90,744847,18504,40254112,Asia,457,11132,54
24,Egypt,86474,703,4188,68,27302,611,54984,41,844,41,135000,1318,102405613,Africa,1184,24452,759
25,Indonesia,83130,1462,3957,84,41834,1489,37339,-1,304,14,1175462,4296,273642512,Asia,3292,69154,233
26,Sweden,77281,152,5619,10,-1,-1,-1,62,7650,556,681820,67494,10101989,Europe,131,1798,15
27,Ecuador,72444,1079,5250,43,31404,144,35790,313,4104,297,199115,11279,17653443,South America,244,3363,89
28,Kazakhstan,66895,1707,375,-1,40256,1190,26264,221,3561,20,1737546,92493,18785783,Asia,281,50095,11
29,Belarus,65782,159,491,6,57370,455,7921,89,6962,52,1162280,123003,9449179,Europe,144,19245,8
30,Oman,64193,1619,298,8,41450,1360,22445,157,12560,58,262869,51432,5110971,Asia,80,17151,19
31,Belgium,63238,199,9795,3,17269,16,36174,28,5455,845,1429053,123281,11591851,Europe,183,1183,8
32,Philippines,63001,1841,1660,17,21748,311,39593,647,575,15,1089603,9938,109639027,Asia,1740,66048,101
33,Kuwait,58221,553,404,2,48381,836,9436,143,13625,95,452970,106007,4273033,Asia,73,10577,9
34,Ukraine,57264,809,1456,11,29769,838,26039,92,1310,33,854064,19534,43720854,Europe,763,30028,51
35,UAE,56422,293,337,2,48448,1036,7637,1,5702,34,4364763,441098,9895224,Asia,175,29363,2
36,Bolivia,54156,1938,1984,42,16979,622,35193,71,4637,170,117111,10027,11679321,South America,216,5887,100
37,Netherlands,51454,103,6138,1,-1,-1,-1,15,3003,358,764079,44588,17136586,Europe,333,2792,22
38,Panama,50373,-1,1000,-1,25842,-1,23531,166,11667,232,177843,41192,4317382,North America,86,4317,24
39,Dominican Republic,50113,1370,942,1,24423,787,24748,246,4618,87,201669,18583,10852412,North America,217,11521,54
40,Portugal,48077,312,1682,3,32790,314,13605,67,4716,165,1413519,138644,10195292,Europe,212,6061,7
41,Israel,47459,1400,392,8,20744,374,26323,208,5160,43,1411893,153507,9197590,Asia,194,23463,7
42,Singapore,47453,327,27,-1,43577,321,3849,-1,8108,5,1009532,172502,5852295,Asia,123,216752,6
43,Poland,39407,353,1612,7,29505,577,8290,71,1041,43,1886089,49838,37844671,Europe,960,23477,20
44,Romania,35802,799,1988,17,22312,123,11502,273,1862,103,925001,48099,19231347,Europe,537,9674,21
45,Bahrain,35473,389,124,3,31188,379,4161,47,20827,73,710686,417251,1703256,Asia,48,13736,2
46,Afghanistan,35229,159,1147,34,23151,327,10931,31,904,29,82924,2128,38959021,Asia,1106,33966,470
47,Nigeria,34854,-1,769,-1,14292,-1,19793,7,169,4,202097,980,206312263,Africa,5919,268286,1
48,Armenia,34001,442,620,13,22492,561,10889,10,11473,209,143114,48292,2963494,Asia,87,4780,21
49,Guatemala,33809,870,1443,39,4989,182,27377,5,1886,80,64590,3603,17927857,North America,530,12424,278
50,Switzerland,33382,92,1969,-1,29900,-1,1513,20,3856,227,715487,82645,8657326,Europe,259,4397,12
51,Honduras,30867,831,835,10,3420,41,26612,58,3115,84,49308,4975,9910658,North America,321,11869,201
52,Azerbaijan,26636,471,341,7,17805,549,8490,66,2626,34,601500,59302,10143005,Asia,381,29745,17
53,Ghana,26572,447,144,5,22915,645,3513,8,855,5,341919,10996,31096192,Africa,1170,215946,91
54,Ireland,25730,32,1752,3,23364,-1,614,8,5208,355,541574,109630,4940037,Europe,192,2820,9
55,Japan,23473,583,985,-1,19096,282,3392,39,186,8,617049,4879,126457976,Asia,5387,128384,205
56,Algeria,21948,593,1057,5,15430,323,5461,61,500,24,-1,-1,43880586,Africa,1999,41514,
57,Moldova,20494,230,675,9,13913,273,5906,358,5081,167,101180,25085,4033519,Europe,197,5976,40
58,Serbia,20109,392,452,10,14047,-1,5610,184,2302,52,534488,61185,8735675,Europe,434,19327,16
59,Austria,19439,169,711,-1,17335,91,1393,11,2158,79,734413,81523,9008634,Europe,463,12670,12
60,Nepal,17445,101,40,1,11534,285,5871,-1,598,1,620900,21296,29156379,Asia,1671,728909,47
61,Morocco,16726,181,264,1,14360,395,2102,31,453,7,973404,26359,36928264,Africa,2208,139880,38
62,Cameroon,16157,-1,373,-1,13728,-1,2056,52,608,14,135000,5081,26568158,Africa,1644,71228,197
63,Uzbekistan,15607,541,79,4,9003,220,6525,43,466,2,1377915,41146,33488184,Asia,2146,423901,24
64,Ivory Coast,13696,142,87,-1,7607,244,6002,-1,519,3,81379,3082,26400358,Africa,1928,303452,324
65,Czechia,13682,70,358,3,8725,85,4599,18,1278,33,614297,57358,10709883,Europe,783,29916,17
66,S. Korea,13672,60,293,2,12460,64,919,15,267,6,1451017,28301,51271209,Asia,3750,174987,35
67,Denmark,13173,49,611,1,12209,14,353,5,2274,105,1306743,225568,5793111,Europe,440,9481,4
68,Kyrgyzstan,13101,603,173,6,3821,86,9107,24,2007,27,262894,40270,6528297,Asia,498,37736,25
69,Kenya,12062,389,222,5,3983,345,7857,44,224,4,229390,4263,53813044,Africa,4461,242401,235
70,Australia,11235,425,116,3,8117,82,3002,32,440,5,3350444,131329,25511894,Australia/Oceania,2271,219930,8
71,El Salvador,11207,250,309,11,6422,165,4476,412,1727,48,204609,31538,6487640,North America,579,20996,32
72,Venezuela,10854,-1,104,-1,3255,-1,7495,23,382,4,1414066,49735,28432102,South America,2620,273386,20
73,Sudan,10527,-1,668,-1,5601,-1,4258,-1,240,15,401,9,43884637,Africa,4169,65696,109
74,Costa Rica,9969,423,47,5,2818,145,7104,38,1956,9,64150,12588,5096064,North America,511,108427,79
75,Norway,9025,10,255,1,8138,-1,632,1,1664,47,397106,73226,5423042,Europe,601,21267,14
76,Ethiopia,8803,328,150,2,2430,-1,6223,35,77,1,250604,2178,115059852,Africa,13071,767066,459
77,North Macedonia,8786,163,406,5,4676,111,3704,55,4217,195,83216,39943,2083370,Europe,237,5131,25
78,Malaysia,8755,18,122,-1,8541,3,92,3,270,4,868394,26817,32382579,Asia,3699,265431,37
79,Senegal,8544,63,160,4,5809,74,2575,40,510,10,95152,5678,16758473,Africa,1961,104740,176
80,Bulgaria,8442,298,297,4,4033,106,4112,33,1215,43,201363,28990,6945838,Europe,823,23387,34
81,DRC,8249,50,193,-1,4248,-1,3808,-1,92,2,-1,-1,89645250,Africa,10867,464483,
82,Bosnia and Herzegovina,7908,227,245,5,3612,78,4051,-1,2411,75,117902,35948,3279814,Europe,415,13387,28
83,Palestine,7764,352,53,2,1492,179,6219,-1,1521,10,141444,27704,5105518,Asia,658,96331,36
84,Finland,7301,8,328,-1,6880,-1,93,1,1318,59,300400,54213,5541112,Europe,759,16894,18
85,Haiti,6948,46,145,-1,3606,122,3197,-1,609,13,15270,1339,11408129,North America,1642,78677,747
