index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,2547365,42777,127361,581,1060144,7851,1359860,15749,7697,385,31275716,94495,330975810,North America,130,2599,11
2,Brazil,1274974,41827,55961,907,697526,47618,521487,8318,5999,263,2859064,13452,212537568,South America,167,3798,74
3,Russia,620794,6800,8781,176,384152,8988,227861,2300,4254,60,18402719,126103,145933767,Europe,235,16619,8
4,India,509446,18276,15689,381,295917,10246,197840,8944,369,11,7776228,5636,1379789304,Asia,2708,87946,177
5,UK,309360,1380,43414,184,-1,-1,-1,311,4557,640,8911226,131277,67881190,Europe,219,1564,8
6,Spain,294985,419,28338,8,-1,-1,-1,617,6309,606,5162909,110426,46754577,Europe,158,1650,9
7,Peru,272364,3762,8939,178,159806,3732,103619,1172,8263,271,1604521,48676,32963598,South America,121,3688,21
8,Chile,263360,4296,5068,165,223431,4104,34861,2086,13779,265,1043330,54585,19113705,South America,73,3771,18
9,Italy,239961,255,34708,30,187615,890,17638,105,3969,574,5215922,86267,60462730,Europe,252,1742,12
10,Iran,217724,2628,10239,109,177852,2749,29633,2912,2593,122,1557872,18552,83974258,Asia,386,8201,54
11,Mexico,202951,6104,25060,736,116862,-1,61029,378,1574,194,528651,4101,128910809,North America,635,5144,244
12,Pakistan,195745,2775,3962,59,84168,2861,107615,2765,887,18,1193017,5403,220802843,Asia,1128,55730,185
13,Turkey,194511,1396,5065,19,167198,1492,22248,963,2307,60,3186622,37790,84324246,Asia,434,16648,26
14,Germany,194399,614,9026,14,177100,300,8273,364,2320,108,5412655,64605,83780597,Europe,431,9282,15
15,Saudi Arabia,174577,3938,1474,46,120471,2589,52632,2273,5016,42,1479759,42517,34803660,Asia,199,23612,24
16,France,162936,1588,29778,26,75351,-1,57807,651,2496,456,1384633,21213,65271779,Europe,401,2192,47
17,Bangladesh,130474,3868,1661,40,53133,1638,75680,1,792,10,699941,4251,164663262,Asia,1262,99135,235
18,South Africa,124590,6215,2340,48,64111,4137,58139,539,2101,39,1493104,25181,59295764,Africa,476,25340,40
19,Canada,102735,113,8507,3,65658,233,28570,2077,2722,225,2558363,67794,37737089,North America,367,4436,15
20,Qatar,92784,946,109,3,76072,1528,16603,200,33045,39,341914,121773,2807805,Asia,30,25760,8
21,Colombia,84442,3843,2811,157,34937,1588,46694,335,1660,55,688959,13542,50874063,South America,602,18098,74
22,Sweden,65137,303,5280,50,-1,-1,-1,171,6450,523,444607,44028,10098382,Europe,155,1913,23
23,Egypt,62755,1625,2620,87,16737,399,43398,41,613,26,135000,1320,102294701,Africa,1630,39044,758
24,Belgium,61106,99,9731,5,16918,28,34457,38,5273,840,1178721,101711,11588964,Europe,190,1191,10
25,Belarus,60713,331,373,6,42689,1241,17651,89,6425,39,939524,99427,9449356,Europe,156,25333,10
26,Ecuador,53856,700,4406,63,26493,396,22957,288,3053,250,142715,8091,17638063,South America,328,4003,124
27,Argentina,52457,-1,1167,17,18416,3628,32874,457,1161,26,318721,7053,45189339,South America,861,38723,142
28,Indonesia,51427,1240,2683,63,21333,884,27411,-1,188,10,731781,2676,273476659,Asia,5318,101929,374
29,Netherlands,50005,91,6103,3,-1,-1,-1,39,2918,356,577437,33700,17134417,Europe,343,2808,30
30,UAE,46973,410,310,2,35469,304,11194,1,4750,31,3136000,317140,9888369,Asia,211,31898,3
31,Kuwait,43703,915,341,2,33969,602,9393,162,10236,80,372284,87198,4269407,Asia,98,12520,11
32,Singapore,42955,219,26,-1,36825,221,6104,1,7343,4,684359,116991,5849659,Asia,136,224987,9
33,Iraq,41193,2054,1559,122,18859,808,20775,247,1025,39,500723,12455,40202198,Asia,976,25787,80
34,Ukraine,41117,1109,1086,19,18299,541,21732,378,940,25,620624,14190,43735850,Europe,1064,40272,70
35,Portugal,40866,451,1555,6,26633,251,12678,67,4008,152,1102066,108078,10196990,Europe,250,6558,9
36,Oman,36034,1132,153,9,19482,962,16399,105,7061,30,176953,34673,5103495,Asia,142,33356,29
37,Philippines,34073,1004,1224,12,9182,272,23667,137,311,11,647804,5913,109555334,Asia,3215,89506,169
38,Poland,33395,276,1429,17,19218,564,12748,77,882,38,1447130,38236,37847040,Europe,1133,26485,26
39,Switzerland,31486,58,1962,4,29000,-1,524,12,3638,227,545177,62999,8653700,Europe,275,4411,16
40,Afghanistan,30451,276,683,8,10306,132,19462,19,783,18,69558,1788,38908595,Asia,1278,56967,559
41,Dominican Republic,29764,623,712,14,16357,134,12695,181,2744,66,135969,12536,10846175,North America,364,15233,80
