Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,Continent
USA,1441055,10707,86098,901,311721,1043236,16337,4354,260,10397352,31412,North America
Spain,272646,1551,27321,217,186480,58845,1376,5831,584,2467761,52781,Europe
Russia,252245,9974,2305,93,53530,196410,2300,1728,16,6188102,42403,Europe
UK,233151,3446,33614,428,-1,199193,1559,3434,495,2219281,32691,Europe
Italy,223096,992,31368,262,115288,76440,855,3690,519,2807504,46434,Europe
Brazil,196375,7218,13555,397,78424,104396,8318,924,64,735224,3459,South America
France,178060,-1,27425,351,59605,91030,2299,2728,420,1384633,21213,Europe
Germany,174578,480,7889,28,150300,16389,1329,2084,94,3147771,37570,Europe
Turkey,144749,1635,4007,55,104030,36712,963,1716,48,1508824,17890,Asia
Iran,114533,1808,6854,71,90539,17140,2758,1364,82,643772,7665,Asia
India,81990,3935,2649,98,27969,51372,-1,59,2,1947041,1411,Asia
Peru,76306,-1,2169,-1,24324,49813,806,2314,66,553302,16781,South America
Canada,73331,1053,5468,166,35922,31941,502,1943,145,1169380,30983,North America
Belgium,54288,307,8903,60,14111,31274,407,4684,768,623628,53809,Europe
Saudi Arabia,46869,2039,283,10,19051,27535,156,1346,8,513587,14752,Asia
Netherlands,43481,270,5590,28,-1,37641,410,2538,326,282776,16503,Europe
Mexico,40186,1862,4220,294,26990,8976,378,312,33,142204,1103,North America
Chile,37040,2659,368,22,15655,21017,663,1938,19,325417,17023,South America
Pakistan,35788,490,770,9,9695,25323,111,162,3,330750,1497,Asia
Ecuador,30486,-1,2334,-1,3433,24719,190,1728,132,87036,4933,South America
Switzerland,30463,50,1872,2,27100,1491,79,3520,216,328163,37918,Europe
Sweden,28582,673,3529,69,4971,20082,351,2830,349,177500,17576,Europe
Portugal,28319,187,1184,9,3198,23937,108,2777,116,582341,57111,Europe
Qatar,28272,1733,14,-1,3356,24902,72,9813,5,143938,49960,Asia
Belarus,26772,947,151,5,8168,18453,92,2833,16,308156,32611,Europe
Singapore,26098,752,21,-1,4809,21268,20,4461,4,224262,38333,Asia
Ireland,23827,426,1506,9,19470,2851,69,4825,305,258808,52414,Europe
UAE,21084,698,208,2,6930,13946,1,2132,21,1560923,157822,Asia
Bangladesh,18863,1041,283,14,3361,15219,1,115,2,151930,923,Asia
Poland,17615,411,883,22,6696,10036,160,465,23,554357,14647,Europe
Ukraine,16847,422,456,17,4143,12248,222,385,10,202495,4630,Europe
Israel,16579,31,265,1,12521,3793,62,1915,31,485922,56140,Asia
Romania,16247,245,1053,17,9053,6141,225,845,55,286217,14878,Europe
Austria,16058,61,626,2,14405,1027,54,1783,70,344606,38262,Europe
Japan,16049,-1,678,-1,8920,6451,243,127,5,223667,1768,Asia
Indonesia,16006,568,1043,15,3518,11445,-1,59,4,173690,635,Asia
Colombia,12930,-1,509,-1,3133,9288,130,254,10,165738,3257,South America
South Africa,12739,665,238,19,5676,6825,119,215,4,403018,6795,Africa
Kuwait,11975,947,88,6,3451,8436,175,2804,21,231930,54309,Asia
Philippines,11876,258,790,18,2337,8749,77,108,7,189469,1729,Asia
Dominican Republic,11320,124,422,13,3351,7547,131,1044,39,47774,4404,North America
S. Korea,10991,29,260,1,9762,969,55,214,5,711484,13877,Asia
Egypt,10829,398,571,15,2626,7632,41,106,6,105000,1026,Africa
Denmark,10713,46,537,4,8805,1371,35,1850,93,357986,61805,Europe
Serbia,10374,79,224,2,4084,6066,22,1187,26,162797,18632,Europe
Panama,8944,161,256,4,6067,2621,87,2073,59,45873,10632,North America
Czechia,8330,61,292,2,5227,2811,42,778,27,334714,31255,Europe
Norway,8187,12,232,3,32,7923,23,1510,43,212655,39226,Europe
Australia,6989,9,98,-1,6301,590,18,274,4,943480,36999,Australia/Oceania
Argentina,6879,-1,344,15,2385,4150,170,152,8,93673,2073,South America
Malaysia,6819,40,112,1,5351,1356,16,211,3,271721,8395,Asia
Morocco,6607,95,190,2,3310,3107,1,179,5,77922,2111,Africa
Algeria,6442,189,529,7,3158,2755,22,147,12,6500,148,Africa
Finland,6145,91,287,3,4300,1558,33,1109,52,137000,24726,Europe
Bahrain,6069,253,10,-1,2220,3839,6,3567,6,205570,120812,Asia
Afghanistan,5639,413,136,4,691,4812,7,145,3,19732,507,Asia
Kazakhstan,5571,154,32,-1,2408,3131,31,297,2,459736,24484,Asia
Moldova,5553,147,194,9,2228,3131,251,1377,48,20447,5069,Europe
Ghana,5408,-1,24,-1,514,4870,5,174,0.8,164452,5292,Africa
Nigeria,4971,-1,164,-1,1070,3737,7,24,0.8,29408,143,Africa
Oman,4341,322,18,1,1303,3020,31,850,4,61000,11945,Asia
Luxembourg,3915,11,103,-1,3665,147,11,6254,165,58727,93816,Europe
Armenia,3860,142,49,1,1572,2239,10,1303,17,36016,12154,Asia
Hungary,3380,39,436,6,1169,1775,49,350,45,123258,12759,Europe
Bolivia,3148,184,142,14,339,2667,3,270,12,7651,655,South America
Iraq,3143,111,115,-1,2028,1000,-1,78,3,140573,3495,Asia
Thailand,3018,1,56,-1,2850,112,61,43,0.8,286008,4098,Asia
Cameroon,2954,154,139,3,1553,1262,28,111,5,-1,-1,Africa
Azerbaijan,2879,121,35,-1,1833,1011,29,284,3,214291,21135,Asia
Greece,2770,10,156,1,1374,1240,24,266,15,116233,11152,Europe
Uzbekistan,2636,24,11,-1,2136,489,8,79,0.3,325000,9710,Asia
Guinea,2374,-1,14,-1,856,1504,-1,181,1,-1,-1,Africa
Honduras,2255,175,123,2,237,1895,10,228,12,5653,571,North America
Croatia,2221,8,94,-1,1850,277,7,541,23,50340,12262,Europe
Bosnia and Herzegovina,2218,37,122,2,1272,824,4,676,37,45810,13963,Europe
Senegal,2189,84,23,2,842,1324,6,131,1,24599,1469,Africa
Bulgaria,2100,31,99,3,531,1470,51,302,14,61711,8881,Europe
Ivory Coast,1912,-1,24,-1,902,986,-1,72,0.9,15260,579,Africa
Cuba,1830,20,79,-1,1383,368,9,162,7,75142,6634,North America
Sudan,1818,-1,90,-1,198,1530,-1,41,2,-1,-1,Africa
