Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,Continent
Iceland,1802,-1,10,-1,1780,12,-1,5281,29,55626,163010,Europe
Estonia,1758,7,62,1,909,787,5,1325,47,67130,50606,Europe
North Macedonia,1723,29,95,-1,1235,393,21,827,46,20088,9642,Europe
Lithuania,1511,6,54,-1,934,523,17,555,20,208253,76499,Europe
New Zealand,1497,-1,21,-1,1411,65,2,310,4,209613,43468,Australia/Oceania
Slovakia,1477,8,27,-1,1112,338,5,271,5,131910,24161,Europe
Slovenia,1464,1,103,-1,267,1094,7,704,50,66678,32073,Europe
Guatemala,1342,143,29,2,121,1192,5,75,2,7200,402,North America
Djibouti,1284,16,3,-1,905,376,-1,1300,3,16647,16849,Africa
DRC,1242,73,50,-1,157,1035,-1,14,0.6,-1,-1,Africa
Somalia,1219,-1,52,-1,130,1037,2,77,3,-1,-1,Africa
Mayotte,1143,-1,14,-1,627,502,6,4190,51,4800,17594,Africa
El Salvador,1112,75,20,-1,405,687,19,171,3,48913,7541,North America
Kyrgyzstan,1082,38,12,-1,735,335,13,166,2,59490,9118,Asia
Hong Kong,1052,1,4,-1,1009,39,1,140,0.5,168291,22448,Asia
Tunisia,1032,-1,45,-1,759,228,5,87,4,34323,2904,Africa
Gabon,1004,-1,9,-1,152,843,1,451,4,5530,2485,Africa
Maldives,968,13,4,-1,40,924,2,1791,7,11775,21784,Asia
Latvia,962,11,19,-1,627,316,2,510,10,83275,44150,Europe
Sri Lanka,925,32,9,-1,445,471,1,43,0.4,39629,1851,Asia
Tajikistan,907,106,29,6,-1,878,-1,95,3,-1,-1,Asia
Cyprus,907,2,17,-1,481,409,10,751,14,81942,67869,Asia
Albania,898,18,31,-1,694,173,1,312,11,11239,3905,Europe
Lebanon,886,8,26,-1,236,624,4,130,4,56385,8261,Asia
Niger,860,-1,49,-1,658,153,-1,36,2,5691,235,Africa
Guinea-Bissau,836,-1,3,-1,26,807,-1,425,2,1500,762,Africa
Costa Rica,815,-1,8,1,527,280,6,160,2,18040,3541,North America
Mali,779,21,46,2,436,297,-1,38,2,2498,123,Africa
Burkina Faso,773,-1,51,-1,592,130,-1,37,2,-1,-1,Africa
Andorra,761,1,49,-1,596,116,3,9849,634,1673,21653,Europe
Kenya,758,21,42,2,284,432,1,14,0.8,36918,687,Africa
Paraguay,754,14,11,-1,184,559,-1,106,2,18184,2549,South America
Uruguay,719,-1,19,-1,545,155,8,207,5,30209,8696,South America
Diamond Princess,712,-1,13,-1,651,48,4,-1,-1,-1,-1,
Georgia,667,20,12,1,383,272,6,167,3,34500,8648,Asia
Zambia,654,208,7,-1,124,523,1,36,0.4,15487,842,Africa
San Marino,648,5,41,-1,172,435,1,19098,1208,3300,97256,Europe
Jordan,586,4,9,-1,393,184,5,57,0.9,131985,12936,Asia
Channel Islands,548,-1,43,-1,456,49,-1,3152,247,5342,30725,Europe
Equatorial Guinea,522,-1,6,-1,13,503,-1,372,4,854,609,Africa
Malta,522,14,6,-1,443,73,1,1182,14,45967,104105,Europe
Tanzania,509,-1,21,-1,183,305,7,9,0.4,-1,-1,Africa
Jamaica,509,2,9,-1,113,387,-1,172,3,7552,2550,North America
Venezuela,440,-1,10,-1,220,210,2,15,0.4,525902,18494,South America
Taiwan,440,-1,7,-1,383,50,-1,18,0.3,68335,2869,Asia
Réunion,439,-1,-1,-1,354,85,4,490,-1,17200,19211,Africa
Sierra Leone,408,21,26,-1,97,285,-1,51,3,-1,-1,Africa
Chad,399,27,46,4,83,270,-1,24,3,-1,-1,Africa
Palestine,375,-1,2,-1,310,63,-1,74,0.4,43566,8540,Asia
Benin,339,12,2,-1,83,254,-1,28,0.2,25471,2101,Africa
Congo,333,-1,11,-1,53,269,-1,60,2,-1,-1,Africa
Isle of Man,332,-1,23,-1,274,35,20,3904,270,3973,46723,Europe
Mauritius,332,-1,10,-1,322,0,-1,261,8,69773,54863,Africa
Montenegro,324,-1,9,-1,309,6,2,516,14,10167,16188,Europe
Cabo Verde,315,26,2,-1,67,246,-1,567,4,791,1423,Africa
Vietnam,288,-1,-1,-1,260,28,2,3,-1,275000,2825,Asia
Rwanda,287,-1,-1,-1,168,119,-1,22,-1,45140,3485,Africa
Ethiopia,272,9,5,-1,108,159,-1,2,0.04,45278,394,Africa
Nepal,246,3,-1,-1,35,211,-1,8,-1,81685,2803,Asia
Haiti,234,15,18,-1,17,199,-1,21,2,1408,123,North America
Madagascar,230,18,-1,-1,108,122,1,8,-1,5670,205,Africa
Sao Tome and Principe,220,-1,6,-1,4,210,-1,1004,27,175,799,Africa
Togo,219,-1,11,-1,96,112,-1,26,1,11374,1374,Africa
Liberia,215,2,20,-1,105,90,-1,43,4,-1,-1,Africa
South Sudan,203,-1,-1,-1,2,201,-1,18,-1,1247,111,Africa
Martinique,189,-1,14,-1,91,84,2,504,37,-1,-1,North America
Eswatini,187,-1,2,-1,51,134,-1,161,2,2262,1950,Africa
Faeroe Islands,187,-1,-1,-1,187,0,-1,3827,-1,8638,176780,Europe
Myanmar,181,-1,6,-1,84,91,-1,3,0.1,12482,229,Asia
Guadeloupe,155,-1,13,-1,109,33,4,387,32,-1,-1,North America
French Guiana,153,-1,1,-1,124,28,-1,512,3,-1,-1,South America
Gibraltar,147,-1,-1,-1,144,3,-1,4363,-1,4576,135823,Europe
CAR,143,-1,-1,-1,10,133,-1,30,-1,3498,724,Africa
Brunei,141,-1,1,-1,134,6,2,322,2,16523,37769,Asia
Uganda,139,-1,-1,-1,55,84,-1,3,-1,65663,1436,Africa
Cambodia,122,-1,-1,-1,121,1,1,7,-1,14461,865,Asia
Bermuda,121,-1,8,-1,66,47,2,1943,128,4642,74537,North America
Trinidad and Tobago,116,-1,8,-1,107,1,-1,83,6,2511,1794,North America
Mozambique,115,11,-1,-1,35,80,-1,4,-1,5119,164,Africa
Guyana,113,-1,10,-1,41,62,3,144,13,1020,1297,South America
Aruba,101,-1,3,-1,91,7,4,946,28,1913,17918,North America
Monaco,96,-1,4,-1,87,5,1,2446,102,-1,-1,Europe
Bahamas,94,-1,11,-1,41,42,1,239,28,1670,4247,North America
Cayman Islands,86,-1,1,-1,54,31,3,1309,15,4893,74450,North America
Yemen,85,15,12,-1,1,72,-1,3,0.4,120,4,Asia
Barbados,85,-1,7,-1,65,13,4,296,24,3480,12110,North America
Liechtenstein,82,-1,1,-1,55,26,-1,2151,26,900,23605,Europe
Sint Maarten,76,-1,15,-1,46,15,7,1773,350,329,7673,North America
Libya,64,-1,3,-1,28,33,-1,9,0.4,3253,473,Africa
Malawi,63,-1,3,-1,24,36,1,3,0.2,1363,71,Africa
Mongolia,61,19,-1,-1,15,46,2,19,-1,10162,3100,Asia
French Polynesia,60,-1,-1,-1,58,2,1,214,-1,3096,11021,Australia/Oceania
Syria,48,-1,3,-1,29,16,-1,3,0.2,-1,-1,Asia
Angola,45,-1,2,-1,14,29,-1,1,0.06,3000,91,Africa
Macao,45,-1,-1,-1,43,2,1,69,-1,-1,-1,Asia
Saint Martin,39,-1,3,-1,30,6,1,1009,78,-1,-1,North America
Eritrea,39,-1,-1,-1,38,1,-1,11,-1,-1,-1,Africa
Zimbabwe,37,-1,4,-1,12,21,-1,2,0.3,20537,1382,Africa
Nicaragua,25,-1,8,-1,7,10,-1,4,1,-1,-1,North America
Antigua and Barbuda,25,-1,3,-1,19,3,1,255,31,183,1869,North America
Botswana,24,-1,1,-1,17,6,-1,10,0.4,11495,4888,Africa
Timor-Leste,24,-1,-1,-1,21,3,-1,18,-1,738,560,Asia
Gambia,23,-1,1,-1,10,12,-1,10,0.4,1341,555,Africa
Grenada,21,-1,-1,-1,13,8,4,187,-1,1406,12495,North America
Bhutan,19,8,-1,-1,5,14,-1,25,-1,12932,16760,Asia
Laos,19,-1,-1,-1,14,5,-1,3,-1,4092,562,Asia
Belize,18,-1,2,-1,16,0,-1,45,5,1043,2623,North America
Fiji,18,-1,-1,-1,14,4,-1,20,-1,1300,1450,Australia/Oceania
New Caledonia,18,-1,-1,-1,18,0,-1,63,-1,5454,19103,Australia/Oceania
Saint Lucia,18,-1,-1,-1,18,0,-1,98,-1,727,3959,North America
St. Vincent Grenadines,17,-1,-1,-1,12,5,-1,153,-1,155,1397,North America
Mauritania,16,1,2,-1,6,8,-1,3,0.4,2015,433,Africa
Curaçao,16,-1,1,-1,14,1,-1,98,6,389,2371,North America
Dominica,16,-1,-1,-1,15,1,-1,222,-1,420,5834,North America
Namibia,16,-1,-1,-1,12,4,-1,6,-1,2011,791,Africa
Burundi,15,-1,1,-1,7,7,-1,1,0.08,284,24,Africa
Saint Kitts and Nevis,15,-1,-1,-1,14,1,-1,282,-1,327,6147,North America
Falkland Islands,13,-1,-1,-1,13,0,-1,3736,-1,402,115517,South America
Turks and Caicos,12,-1,1,-1,10,1,-1,310,26,109,2815,North America
Vatican City,12,-1,-1,-1,2,10,-1,14981,-1,-1,-1,Europe
Comoros,11,-1,1,-1,-1,10,-1,13,1,-1,-1,Africa
Montserrat,11,-1,1,-1,8,2,1,2204,200,36,7212,North America
Greenland,11,-1,-1,-1,11,0,-1,194,-1,1579,27814,North America
Seychelles,11,-1,-1,-1,10,1,-1,112,-1,-1,-1,Africa
Suriname,10,-1,1,-1,9,0,-1,17,2,404,689,South America
MS Zaandam,9,-1,2,-1,-1,7,-1,-1,-1,-1,-1,
Papua New Guinea,8,-1,-1,-1,8,0,-1,0.9,-1,2402,268,Australia/Oceania
British Virgin Islands,7,-1,1,-1,4,2,-1,232,33,167,5524,North America
Caribbean Netherlands,6,-1,-1,-1,6,0,-1,229,-1,357,13614,North America
St. Barth,6,-1,-1,-1,6,0,-1,607,-1,-1,-1,North America
Western Sahara,6,-1,-1,-1,6,0,-1,10,-1,-1,-1,Africa
Anguilla,3,-1,-1,-1,3,0,-1,200,-1,-1,-1,North America
Lesotho,1,-1,-1,-1,-1,1,-1,0.5,-1,-1,-1,Africa
Saint Pierre Miquelon,1,-1,-1,-1,1,0,-1,173,-1,-1,-1,North America
China,82929,3,4633,-1,78195,101,9,58,3,-1,-1,Asia
