index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,2930713,40125,132282,218,1255957,20469,1542474,15944,8854,400,36867654,111377,331018157,North America,113,2502,9
2,Brazil,1577004,33663,64265,1011,978615,32700,534124,8318,7419,302,3330562,15668,212570544,South America,135,3308,64
3,Russia,674515,6632,10027,168,446879,8986,217609,2300,4622,69,20451110,140138,145935130,Europe,216,14554,7
4,India,673904,24015,19279,610,408646,14327,245979,8944,488,14,9540132,6913,1380085626,Asia,2048,71585,145
5,Spain,297625,-1,28385,-1,-1,-1,-1,617,6366,607,5448984,116543,46754972,Europe,157,1647,9
6,Peru,295599,-1,10226,-1,185852,-1,99521,1210,8965,310,1740969,52799,32973640,South America,112,3224,19
7,Chile,291847,3758,6192,141,257445,4102,28210,2077,15266,324,1163880,60881,19117287,South America,66,3087,16
8,UK,284900,624,44198,67,-1,-1,-1,231,4197,651,10340511,152315,67888969,Europe,238,1536,7
9,Mexico,245251,6740,29843,654,147205,4612,68203,378,1902,231,624987,4847,128940399,North America,526,4321,206
10,Italy,241419,235,34854,21,191944,477,14621,71,3993,576,5600826,92636,60460794,Europe,250,1735,11
11,Iran,237878,2449,11408,148,198949,2503,27521,3136,2832,136,1744958,20774,83997756,Asia,353,7363,48
12,Pakistan,225283,3387,4619,68,125094,11471,95570,2460,1020,21,1372825,6215,220896749,Asia,981,47824,161
13,Saudi Arabia,205929,4128,1858,56,143256,2642,60815,2295,5915,53,1823763,52384,34815518,Asia,169,18738,19
14,Turkey,204610,1154,5206,20,179492,1214,19912,1093,2426,62,3584066,42493,84344072,Asia,412,16201,24
15,Germany,197250,250,9074,1,181300,300,6876,318,2354,108,5873563,70102,83786438,Europe,425,9234,14
16,South Africa,177124,-1,2952,-1,86298,-1,87874,539,2986,50,1745153,29423,59312107,Africa,335,20092,34
17,France,166960,-1,29893,-1,77060,-1,60007,560,2558,458,1384633,21212,65274927,Europe,391,2184,47
18,Bangladesh,159679,3288,1997,29,70721,2673,86961,1,970,12,835074,5070,164699098,Asia,1031,82473,197
19,Colombia,109505,-1,3777,-1,45334,-1,60394,841,2152,74,818703,16089,50885910,South America,465,13473,62
20,Canada,105211,120,8668,5,68868,175,27675,2118,2787,230,2885746,76455,37744314,North America,359,4354,13
21,Qatar,99183,530,123,2,90387,1804,8673,176,35324,44,376881,134226,2807805,Asia,28,22828,7
22,Egypt,74035,1324,3280,79,20103,413,50652,41,723,32,135000,1319,102336953,Africa,1382,31200,758
23,Argentina,72786,-1,1453,16,25930,706,45403,620,1610,32,390382,8637,45198395,South America,621,31107,116
24,Sweden,71419,-1,5420,-1,-1,-1,-1,124,7071,537,519113,51399,10099756,Europe,141,1863,19
25,Belarus,63270,273,418,6,50669,760,12183,89,6696,44,1059299,112104,9449289,Europe,149,22606,9
26,Indonesia,62142,1447,3089,53,28219,651,30834,-1,227,11,894428,3270,273539841,Asia,4402,88553,306
27,Belgium,61838,111,9771,6,17091,18,34976,32,5335,843,1284605,110837,11590064,Europe,187,1186,9
28,Ecuador,60657,-1,4700,-1,28391,-1,27566,288,3438,266,158730,8996,17643922,South America,291,3754,111
29,Iraq,58354,2334,2368,106,31077,1477,24909,333,1451,59,589377,14653,40221975,Asia,689,16986,68
30,UAE,50857,716,321,3,39857,704,10679,1,5142,32,3500000,353858,9890980,Asia,194,30813,3
31,Netherlands,50335,-1,6113,-1,-1,-1,-1,28,2938,357,616376,35971,17135244,Europe,340,2803,28
32,Kuwait,49303,631,365,5,39943,667,8995,158,11544,85,402941,94348,4270789,Asia,87,11701,11
33,Ukraine,47677,914,1227,15,21115,557,25335,102,1090,28,705836,16141,43730137,Europe,917,35640,62
34,Kazakhstan,45719,1644,188,-1,26750,499,18781,121,2435,10,1590144,84682,18777808,Asia,411,99882,12
35,Oman,45106,1177,203,10,26968,799,17935,116,8833,40,202837,39723,5106343,Asia,113,25154,25
36,Singapore,44664,185,26,-1,40117,348,4521,2,7634,4,757746,129515,5850663,Asia,131,225026,8
37,Portugal,43659,503,1605,7,28772,348,13282,73,4282,157,1205593,118238,10196343,Europe,234,6353,8
38,Philippines,41830,1494,1290,10,11453,380,29087,166,382,12,798476,7286,109587217,Asia,2620,84951,137
39,Bolivia,36818,1290,1320,49,10766,408,24732,71,3154,113,81786,7006,11673664,South America,317,8844,143
40,Dominican Republic,36184,1036,786,11,18602,210,16796,193,3335,72,163727,15092,10848551,North America,300,13802,66
41,Panama,35995,-1,698,-1,16945,-1,18352,146,8342,162,138081,32000,4314967,North America,120,6182,31
42,Poland,35719,314,1512,5,23127,476,11080,74,944,40,1620160,42809,37846137,Europe,1060,25031,23
43,Afghanistan,32672,348,826,7,19164,1833,12682,29,839,21,75155,1931,38927805,Asia,1191,47128,518
44,Switzerland,32198,97,1965,-1,29200,-1,1033,15,3720,227,624396,72142,8655082,Europe,269,4405,14
45,Israel,29170,1115,330,4,17816,147,11024,84,3171,36,1069963,116331,9197590,Asia,315,27871,9
46,Romania,28582,416,1731,23,19854,309,6997,223,1486,90,759037,39459,19235880,Europe,673,11113,25
47,Bahrain,28410,-1,96,1,23318,-1,4996,47,16701,56,584070,343340,1701143,Asia,60,17720,3
48,Armenia,27900,580,477,8,15935,451,11488,10,9415,161,120245,40578,2963298,Asia,106,6212,25
49,Nigeria,27564,-1,628,-1,11069,-1,15867,7,134,3,144833,703,206130241,Africa,7478,328233,1
50,Ireland,25509,11,1741,1,23364,-1,404,12,5166,353,454216,91982,4938079,Europe,194,2836,11
51,Honduras,22116,996,605,14,2250,60,19261,58,2233,61,49308,4978,9905059,North America,448,16372,201
52,Guatemala,21293,-1,880,-1,3315,-1,17098,5,1188,49,64590,3605,17916069,North America,841,20359,277
53,Azerbaijan,19801,534,241,6,11291,471,8269,66,1953,24,509811,50278,10139762,Asia,512,42074,20
54,Ghana,19388,-1,117,-1,14330,-1,4941,6,624,4,307133,9884,31073108,Africa,1603,265582,101
55,Japan,19068,-1,976,-1,16866,-1,1226,33,151,8,481877,3810,126471668,Asia,6633,129582,262
56,Austria,18165,115,705,-1,16607,49,853,8,2017,78,642679,71355,9006813,Europe,496,12776,14
57,Moldova,17672,227,580,8,10396,303,6696,438,4381,144,101180,25083,4033850,Europe,228,6955,40
58,Serbia,15829,325,306,8,13064,-1,2459,86,1812,35,434415,49722,8736919,Europe,552,28552,20
59,Algeria,15500,430,946,9,11181,349,3373,56,353,22,-1,-1,43852424,Africa,2829,46356,
60,Nepal,15491,232,34,2,6415,272,9042,-1,532,1,547876,18803,29137741,Asia,1881,856992,53
