index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,4497014,63400,152267,1192,2174694,37967,2170053,19097,13580,460,55662058,168087,331150490,North America,74,2175,6
2,Brazil,2484649,41169,88634,955,1721560,53893,674455,8318,11683,417,12601096,59251,212673594,South America,86,2399,17
3,India,1532135,49632,34224,776,988770,35581,509141,8944,1109,25,17334885,12552,1381011634,Asia,901,40352,80
4,Russia,823515,5395,13504,150,612217,8888,197794,2300,5643,93,27327570,187253,145939390,Europe,177,10807,5
5,South Africa,459761,7232,7257,190,287313,12388,165191,539,7745,122,2830635,47683,59363180,Africa,129,8180,21
6,Mexico,395489,4973,44022,342,256777,5272,94690,3922,3065,341,924359,7164,129032870,North America,326,2931,140
7,Peru,395005,5288,18612,194,276452,3905,99941,1423,11968,564,2270717,68799,33005022,South America,84,1773,15
8,Chile,349800,1877,9240,53,322332,2378,18228,1529,18287,483,1563693,81747,19128483,South America,55,2070,12
9,Spain,327690,1828,28436,2,-1,-1,-1,617,7008,608,6678414,142835,46756205,Europe,143,1644,7
10,UK,300692,581,45878,119,-1,-1,-1,97,4428,676,15197099,223772,67913277,Europe,226,1480,4
11,Iran,296273,2667,16147,235,257019,1875,23107,3902,3524,192,2380122,28311,84071188,Asia,284,5207,35
12,Pakistan,275225,936,5865,23,242436,1410,26924,1217,1244,27,1909846,8634,221190207,Asia,804,37714,116
13,Saudi Arabia,270831,1897,2789,29,225624,2688,42418,2103,7771,80,3174886,91095,34852577,Asia,129,12496,11
14,Colombia,267385,10284,9074,297,136690,5529,121621,1493,5251,178,1470613,28879,50922934,South America,190,5612,35
15,Italy,246488,181,35123,11,198756,163,12609,40,4077,581,6634293,109740,60454745,Europe,245,1721,9
16,Bangladesh,229185,2960,3000,35,127414,1731,98771,1,1391,18,1137131,6900,164811086,Asia,719,54937,145
17,Turkey,227982,963,5645,15,211561,1092,10776,1280,2701,67,4665383,55273,84406027,Asia,370,14952,18
18,Germany,207951,572,9207,2,192000,600,6744,261,2481,110,7418812,88525,83804689,Europe,403,9102,11
19,France,183804,725,30223,14,81082,-1,72499,398,2815,463,2982302,45681,65284764,Europe,355,2160,22
20,Argentina,173355,5939,3179,120,75083,2508,95093,1002,3833,70,660112,14596,45226696,South America,261,14227,69
21,Iraq,115332,2747,4535,77,81062,3918,29735,481,2863,113,946761,23502,40283777,Asia,349,8883,43
22,Canada,114994,397,8912,11,100134,274,5948,2225,3045,236,3899192,103244,37766893,North America,328,4238,10
