index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,3343772,51986,137312,641,1486312,25817,1720148,15726,10100,415,41648229,125804,331055210,North America,99,2411,8
2,Brazil,1810691,6353,70623,99,1213512,27916,526556,8318,8517,332,4572796,21509,212599398,South America,117,3010,46
3,India,850358,27755,22687,543,536231,20025,291440,8944,616,16,11307002,8191,1380344908,Asia,1623,60843,122
4,Russia,720547,6611,11205,188,497446,8378,211896,2300,4937,77,22708416,155605,145936323,Europe,203,13024,6
5,Peru,319646,-1,11500,-1,210638,-1,97508,1309,9691,349,1883326,57101,32982427,South America,103,2868,18
6,Chile,312029,2755,6881,100,281114,3061,24034,1999,16319,360,1273627,66611,19120422,South America,61,2779,15
7,Spain,300988,-1,28403,-1,-1,-1,-1,617,6438,607,5734599,122651,46755317,Europe,155,1646,8
8,Mexico,289174,6891,34191,665,177097,4867,77886,378,2242,265,715295,5546,128966291,North America,446,3772,180
9,UK,288953,820,44798,148,-1,-1,-1,185,4256,660,11782192,173534,67895775,Europe,235,1516,6
10,South Africa,264184,13497,3971,111,127715,9483,132498,539,4453,67,2108570,35542,59326408,Africa,225,14940,28
11,Iran,255117,2397,12635,188,217666,2651,24816,3338,3036,150,1947114,23175,84018317,Asia,329,6650,43
12,Pakistan,246351,2752,5123,65,153134,4042,88094,2156,1115,23,1538427,6962,220978917,Asia,897,43135,144
13,Italy,242827,188,34945,7,194579,306,13303,67,4016,578,5900552,97596,60459100,Europe,249,1730,10
14,Saudi Arabia,229480,2994,2181,30,165396,2370,61903,2230,6589,63,2226290,63926,34825895,Asia,152,15968,16
15,Turkey,211981,1016,5344,21,193217,1334,13420,1194,2513,63,3930223,46588,84361420,Asia,398,15786,21
16,Germany,199812,224,9134,4,184500,500,6178,278,2385,109,6376054,76094,83791548,Europe,419,9174,13
17,Bangladesh,181129,2686,2305,30,88034,1628,90790,1,1100,14,932465,5661,164730455,Asia,909,71467,177
18,France,170752,-1,30004,-1,78388,-1,62360,496,2616,460,1384633,21211,65277681,Europe,382,2176,47
19,Colombia,140776,-1,4925,-1,58800,-1,77051,875,2766,97,968465,19028,50896277,South America,362,10334,53
20,Canada,107346,220,8773,14,71266,365,27307,2155,2844,232,3142702,83249,37750636,North America,352,4303,12
21,Qatar,103128,498,146,-1,98934,701,4048,141,36729,52,409199,145736,2807805,Asia,27,19232,7
22,Argentina,94060,-1,1787,13,41408,2424,50865,688,2081,40,456042,10088,45206319,South America,481,25297,99
23,Egypt,81158,923,3769,67,23876,602,53513,41,793,37,135000,1319,102373924,Africa,1261,27162,758
24,Iraq,75194,2734,3055,95,43079,1699,29060,400,1869,76,671478,16687,40239279,Asia,535,13172,60
25,Sweden,74898,-1,5526,-1,-1,-1,-1,85,7415,547,600019,59402,10100959,Europe,135,1828,17
26,Indonesia,74018,1671,3535,66,34719,1190,35764,-1,271,13,1038988,3798,273595125,Asia,3696,77396,263
27,Ecuador,67209,2191,5031,92,30107,530,32071,308,3808,285,181564,10287,17649049,South America,263,3508,97
28,Belarus,64767,163,459,5,54919,665,9389,89,6854,49,1123158,118862,9449229,Europe,146,20587,8
29,Belgium,62469,112,9782,1,17196,17,35491,32,5389,844,1361830,117490,11591026,Europe,186,1185,9
30,Kazakhstan,56455,1708,264,-1,32500,685,23691,221,3006,14,1694586,90223,18782102,Asia,333,71144,11
31,Oman,54697,1083,248,4,35255,1030,19194,133,10706,49,235044,46007,5108835,Asia,93,20600,22
32,UAE,54453,403,331,1,44648,679,9474,1,5504,33,3816000,385717,9893265,Asia,182,29889,3
33,Philippines,54222,1308,1372,12,14037,807,38813,333,495,13,959684,8755,109615114,Asia,2022,79894,114
34,Kuwait,54058,478,386,3,43961,747,9711,150,12654,90,429501,100539,4271997,Asia,79,11067,10
35,Ukraine,52843,800,1372,27,25661,861,25810,105,1209,31,786402,17985,43725138,Europe,827,31870,56
36,Netherlands,50921,81,6137,1,-1,-1,-1,20,2972,358,681931,39795,17135967,Europe,337,2792,25
37,Portugal,46221,542,1654,8,30655,305,13912,68,4533,162,1316425,129115,10195777,Europe,221,6164,8
38,Singapore,45783,170,26,-1,42026,246,3731,1,7824,4,866414,148066,5851542,Asia,128,225059,7
39,Bolivia,45565,1452,1702,64,13918,564,29945,71,3902,146,102477,8776,11676710,South America,256,6861,114
40,Panama,43257,-1,863,-1,21426,-1,20968,160,10022,200,158669,36761,4316267,North America,100,5001,27
41,Dominican Republic,43114,1199,880,16,20996,166,21238,226,3973,81,182263,16797,10850630,North America,252,12330,60
42,Poland,37521,305,1568,6,26635,587,9318,67,991,41,1779643,47024,37845348,Europe,1009,24136,21
43,Israel,37464,1198,354,3,18814,201,18296,134,4073,38,1221430,132799,9197590,Asia,246,25982,8
44,Afghanistan,34366,172,994,23,21135,253,12237,31,882,26,79354,2038,38944614,Asia,1133,39180,491
45,Switzerland,32817,127,1968,2,29500,100,1349,17,3791,227,678679,78403,8656290,Europe,264,4399,13
46,Romania,32079,698,1871,24,21414,285,8794,239,1668,97,838953,43620,19233439,Europe,600,10280,23
47,Bahrain,32039,-1,104,-1,27213,-1,4722,53,18821,61,649020,381265,1702281,Asia,53,16368,3
48,Armenia,31392,489,559,13,19419,710,11414,10,10593,189,133104,44916,2963404,Asia,94,5301,22
