index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
33,Ukraine,69884,1090,1693,20,38752,598,29439,114,1599,39,1029220,23546,43710857,Europe,625,25819,42
34,Dominican Republic,69649,1734,1160,14,36470,1168,32019,284,6415,107,260171,23964,10856569,North America,156,9359,42
35,Belgium,68006,671,9840,4,17513,21,40653,42,5866,849,1644394,141834,11593776,Europe,170,1178,7
36,Belarus,67808,143,559,6,62444,679,4805,-1,7176,59,1299428,137519,9449060,Europe,139,16904,7
37,Kuwait,66957,428,447,2,57932,602,8578,134,15661,105,505088,118137,4275450,Asia,64,9565,8
38,Panama,65256,1065,1421,24,39166,948,24669,161,15106,329,222990,51618,4319982,North America,66,3040,19
39,UAE,60506,283,351,2,53909,283,6246,-1,6112,35,5076384,512777,9899794,Asia,164,28205,2
40,Netherlands,54301,338,6147,-1,-1,-1,-1,19,3168,359,962965,56189,17138032,Europe,316,2788,18
41,Singapore,52205,396,27,-1,46491,183,5687,-1,8918,5,1321094,225672,5854053,Asia,112,216817,4
42,Portugal,51072,204,1735,8,36483,343,12854,41,5010,170,1591873,156155,10194159,Europe,200,5876,6
43,Romania,50886,1295,2343,39,27007,398,21536,409,2647,122,1202607,62550,19226464,Europe,378,8206,16
44,Guatemala,49789,963,1924,57,36816,1187,11049,5,2775,107,156568,8727,17940552,North America,360,9325,115
45,Poland,45688,657,1716,7,33987,344,9985,72,1207,45,2245168,59328,37843091,Europe,828,22053,17
46,Nigeria,43151,462,879,1,19565,295,22707,7,209,4,272748,1321,206508288,Africa,4786,234935,757
47,Honduras,41426,482,1312,53,5443,162,34671,52,4177,132,102882,10375,9916688,North America,239,7558,96
48,Bahrain,40982,227,147,1,37840,483,2995,41,24029,86,830998,487237,1705531,Asia,42,11602,2
49,Armenia,38550,354,738,10,28997,631,8815,10,13007,249,163736,55247,2963706,Asia,77,4016,18
50,Afghanistan,36675,133,1272,1,25509,38,9894,31,941,33,89066,2284,38992638,Asia,1063,30655,438
51,Kyrgyzstan,35805,582,1378,14,25037,1052,9390,24,5481,211,267718,40983,6532418,Asia,182,4741,24
52,Ghana,35501,359,182,7,32096,810,3223,8,1141,6,391378,12576,31121053,Africa,877,170995,80
53,Switzerland,35232,210,1981,1,31100,-1,2151,27,4068,229,791725,91426,8659744,Europe,246,4371,11
54,Japan,34372,1323,1006,2,24929,750,8437,87,272,8,806067,6375,126443231,Asia,3679,125689,157
55,Azerbaijan,31878,318,448,7,25882,714,5548,66,3142,44,724953,71449,10146497,Asia,318,22648,14
56,Algeria,30394,563,1210,10,20537,455,8647,65,692,28,-1,-1,43910914,Africa,1445,36290,
57,Ireland,26065,38,1763,-1,23364,-1,938,4,5274,357,632854,128052,4942146,Europe,190,2803,8
58,Serbia,25552,339,573,8,14047,-1,10932,162,2925,66,668984,76592,8734335,Europe,342,15243,13
59,Moldova,24733,390,778,7,17269,229,6686,362,6132,193,128076,31756,4033162,Europe,163,5184,31
60,Morocco,24322,1063,353,7,17658,347,6311,31,658,10,1252365,33898,36944994,Africa,1519,104660,30
61,Uzbekistan,24009,738,141,5,14464,784,9404,138,717,4,1377915,41124,33506746,Asia,1396,237636,24
62,Austria,21130,175,718,-1,18758,130,1654,16,2345,80,890461,98824,9010596,Europe,426,12550,10
63,Kenya,20636,723,341,16,8165,44,12130,44,383,6,298438,5541,53858455,Africa,2610,157943,180
64,Nepal,19771,224,56,4,14399,151,5316,-1,678,2,687818,23574,29176450,Asia,1476,521008,42
65,Venezuela,17859,-1,158,-1,10421,-1,7280,25,628,6,1521688,53526,28429034,South America,1592,179931,19
66,Costa Rica,17820,530,150,10,4404,124,13266,75,3496,29,84815,16637,5097841,North America,286,33986,60
67,Ethiopia,17530,915,274,11,6950,187,10306,138,152,2,422354,3667,115169108,Africa,6570,420325,273
68,Cameroon,17255,-1,391,-1,15320,-1,1544,30,649,15,149000,5603,26593511,Africa,1541,68014,178
69,Australia,16905,602,197,8,9982,224,6726,45,662,8,4237260,166016,25523207,Australia/Oceania,1510,129559,6
70,El Salvador,16632,402,448,9,8362,156,7822,485,2563,69,238917,36819,6488889,North America,390,14484,27
71,Czechia,16574,203,382,3,11569,87,4623,22,1547,36,690799,64497,10710641,Europe,646,28038,16
72,Ivory Coast,16047,69,102,2,11428,268,4517,-1,607,4,100685,3810,26425419,Africa,1647,259073,262
73,S. Korea,14305,36,301,1,13183,51,821,13,279,6,1563796,30499,51272891,Asia,3584,170342,33
74,Denmark,13789,64,615,-1,12578,52,596,3,2380,106,1532427,264490,5793890,Europe,420,9421,4
75,Bosnia and Herzegovina,11876,432,339,11,5959,373,5578,-1,3622,103,139343,42495,3279038,Europe,276,9673,24
76,Palestine,11837,289,82,1,5077,61,6678,-1,2316,16,155355,30402,5110066,Asia,432,62318,33
77,Sudan,11644,148,746,21,6119,118,4779,-1,265,17,401,9,43923903,Africa,3772,58879,109
78,Bulgaria,11420,-1,374,-1,6173,-1,4873,34,1645,54,261463,37654,6943849,Europe,608,18566,27
79,Madagascar,10868,120,106,1,7807,346,2955,83,392,4,40769,1470,27742048,Africa,2553,261717,680
80,North Macedonia,10754,137,486,6,6554,534,3714,3,5162,233,102317,49111,2083367,Europe,194,4287,20
81,Senegal,10232,126,205,1,6776,51,3251,48,610,12,107814,6427,16775409,Africa,1640,81831,156
82,Norway,9217,9,255,-1,8752,-1,210,1,1699,47,445946,82207,5424661,Europe,589,21273,12
83,DRC,9070,60,215,-1,6796,359,2059,-1,101,2,-1,-1,89749872,Africa,9895,417441,
84,Malaysia,8976,12,125,1,8644,27,207,3,277,4,970644,29960,32398441,Asia,3609,259188,33
85,French Guiana,7799,71,43,-1,6386,116,1370,30,26063,144,39369,131565,299236,South America,38,6959,8
86,Finland,7432,9,329,-1,6950,-1,153,-1,1341,59,359461,64868,5541440,Europe,746,16843,15
87,Haiti,7412,34,161,2,4467,-1,2784,-1,649,14,17771,1557,11413445,North America,1540,70891,642
88,Tajikistan,7409,43,60,-1,6193,42,1156,-1,776,6,-1,-1,9553361,Asia,1289,159223,
89,Gabon,7352,-1,49,-1,4943,-1,2360,11,3298,22,75222,33739,2229556,Africa,303,45501,30
90,Guinea,7308,66,46,-1,6458,20,804,24,555,3,14407,1095,13158067,Africa,1801,286045,913
91,Luxembourg,6695,79,114,-1,5192,165,1389,7,10682,182,578592,923152,626757,Europe,94,5498,1
92,Mauritania,6310,15,157,-1,4962,73,1191,3,1355,34,57253,12290,4658382,Africa,738,29671,81
93,Zambia,5963,408,151,2,3803,514,2009,-1,324,8,83093,4511,18420243,Africa,3089,121988,222
94,Albania,5276,79,157,3,2952,69,2167,17,1834,55,35986,12506,2877530,Europe,545,18328,80
95,Paraguay,5207,-1,47,-1,3250,-1,1910,8,729,7,125361,17559,7139415,South America,1371,151902,57
96,Croatia,5139,68,145,1,4267,89,727,6,1252,35,118955,28992,4103058,Europe,798,28297,34
97,Djibouti,5084,3,58,-1,4999,-1,27,-1,5140,59,56721,57345,989112,Africa,195,17054,17
98,Equatorial Guinea,4821,1750,83,32,2182,1340,2556,-1,3429,59,44356,31545,1406115,Africa,292,16941,32
99,CAR,4608,3,59,-1,1606,32,2943,2,953,12,29499,6100,4836145,Africa,1050,81969,164
100,Lebanon,4555,221,61,4,1761,8,2733,28,668,9,302113,44280,6822802,Asia,1498,111849,23
101,Hungary,4505,21,596,-1,3353,7,556,6,466,62,339163,35116,9658252,Europe,2144,16205,28
102,Greece,4477,76,206,3,1374,-1,2897,9,430,20,529855,50856,10418642,Europe,2327,50576,20
103,Malawi,4078,220,114,7,1875,115,2089,4,213,6,29599,1544,19165353,Africa,4700,168117,648
104,Maldives,3793,74,16,-1,2607,39,1170,12,7008,30,78900,145769,541266,Asia,143,33829,7
105,Nicaragua,3672,-1,116,-1,2492,-1,1064,-1,554,17,-1,-1,6630756,North America,1806,57162,
106,Libya,3621,183,74,1,618,14,2929,-1,526,11,50036,7274,6878565,Africa,1900,92954,137
107,Thailand,3310,6,58,-1,3125,14,127,1,47,0.8,717814,10282,69814554,Asia,21092,1203699,97
108,Hong Kong,3273,121,27,2,1751,91,1495,43,436,4,593962,79175,7501879,Asia,2292,277847,13
109,Somalia,3212,-1,93,-1,1562,-1,1557,2,202,6,-1,-1,15924499,Africa,4958,171231,
110,Congo,3200,-1,54,-1,829,-1,2317,-1,579,10,-1,-1,5527900,Africa,1727,102369,
111,Zimbabwe,3169,77,67,14,1004,80,2098,-1,213,5,131035,8806,14879663,Africa,4695,222085,114
112,Montenegro,3073,57,48,1,1005,74,2020,-1,4893,76,35331,56253,628073,Europe,204,13085,18
113,Mayotte,2962,-1,39,-1,2721,-1,202,1,10838,143,13000,47568,273292,Africa,92,7007,21
114,Sri Lanka,2815,1,11,-1,2391,58,413,1,131,0.5,155540,7261,21420649,Asia,7609,1947332,138
115,Eswatini,2648,71,41,1,1214,80,1393,5,2281,35,20784,17900,1161118,Africa,438,28320,56
116,Cuba,2608,11,87,-1,2355,-1,166,1,230,8,264147,23322,11326031,North America,4343,130184,43
117,Mali,2522,-1,124,-1,1931,-1,467,-1,124,6,22617,1115,20291700,Africa,8046,163643,897
118,Cabo Verde,2451,33,23,-1,1824,130,604,-1,4405,41,41634,74819,556465,Africa,227,24194,13
119,South Sudan,2322,-1,46,-1,1175,-1,1101,-1,207,4,12044,1075,11204063,Africa,4825,243567,930
120,Slovakia,2292,27,29,1,1695,20,568,2,420,5,261562,47906,5459865,Europe,2382,188271,21
121,Slovenia,2156,17,119,1,1797,17,240,3,1037,57,131529,63267,2078962,Europe,964,17470,16
122,Namibia,2129,77,10,-1,166,2,1953,24,837,4,26261,10321,2544383,Africa,1195,254438,97
123,Lithuania,2075,13,80,-1,1644,1,351,6,763,29,519929,191232,2718842,Europe,1310,33986,5
124,Estonia,2064,13,69,-1,1930,4,65,-1,1556,52,119213,89863,1326610,Europe,643,19226,11
125,Rwanda,2022,28,5,-1,1106,21,911,-1,156,0.4,263399,20300,12975387,Africa,6417,2595077,49
126,Guinea-Bissau,1981,-1,26,-1,803,-1,1152,5,1005,13,1500,761,1971385,Africa,995,75823,1
127,Iceland,1885,13,10,-1,1825,2,50,-1,5521,29,133285,390381,341423,Europe,181,34142,3
128,Mozambique,1864,56,11,-1,641,3,1212,-1,60,0.4,57730,1843,31317149,Africa,16801,2847014,542
129,Sierra Leone,1823,5,67,-1,1362,-1,394,-1,228,8,-1,-1,7989061,Africa,4382,119240,
130,Benin,1805,-1,36,-1,1036,-1,733,1,149,3,85863,7069,12145882,Africa,6729,337386,141
131,Yemen,1728,2,493,6,862,6,373,-1,58,17,120,4,29874304,Asia,17288,60597,248
132,Suriname,1650,43,26,-1,1080,77,544,10,2811,44,1619,2758,587053,South America,356,22579,363
133,New Zealand,1560,-1,22,-1,1518,4,20,-1,312,4,465066,92974,5002100,Australia/Oceania,3206,227368,11
134,Tunisia,1535,21,50,-1,1195,8,290,3,130,4,95858,8104,11828437,Africa,7706,236569,123
135,Uruguay,1243,-1,35,-1,978,-1,230,5,358,10,110951,31931,3474726,South America,2795,99278,31
136,Latvia,1231,3,32,1,1052,-1,147,-1,653,17,198508,105347,1884332,Europe,1531,58885,9
137,Jordan,1193,2,11,-1,1084,12,98,3,117,1,597895,58553,10211202,Asia,8559,928291,17
138,Liberia,1186,5,75,2,670,3,441,-1,234,15,-1,-1,5066338,Africa,4272,67551,
139,Georgia,1168,8,17,-1,940,5,211,5,293,4,225145,56448,3988514,Asia,3415,234618,18
140,Uganda,1154,7,3,1,1028,-1,123,-1,25,0.07,272805,5951,45840090,Africa,39723,15280030,168
141,Angola,1148,39,52,1,437,42,659,5,35,2,63371,1924,32936655,Africa,28690,633397,520
142,Niger,1134,-1,69,-1,1028,-1,37,-1,47,3,9052,373,24264572,Africa,21397,351660,2
143,Cyprus,1114,24,19,-1,852,-1,243,-1,922,16,196479,162639,1208070,Asia,1084,63583,6
144,Burkina Faso,1106,-1,53,-1,935,-1,118,-1,53,3,-1,-1,20943848,Africa,18937,395167,
145,Togo,941,33,19,1,641,15,281,2,113,2,42516,5127,8292861,Africa,8813,436466,195
146,Chad,936,1,75,-1,813,-1,48,-1,57,5,-1,-1,16458914,Africa,17584,219452,
147,Andorra,925,3,52,-1,807,1,66,-1,11970,673,3750,48528,77275,Europe,84,1486,21
148,Sao Tome and Principe,871,1,15,-1,778,7,78,-1,3969,68,2918,13296,219466,Africa,252,14631,75
149,Jamaica,864,8,10,-1,724,-1,130,-1,292,3,37527,12668,2962231,North America,3429,296223,79
150,Malta,824,10,9,-1,665,-1,150,-1,1866,20,126999,287562,441641,Europe,536,49071,3
151,Botswana,804,-1,2,-1,63,-1,739,1,341,0.8,68423,29052,2355166,Africa,2929,1177583,34
152,Syria,757,19,43,2,237,8,477,-1,43,2,-1,-1,17531446,Asia,23159,407708,
153,Diamond Princess,712,-1,13,-1,651,-1,48,4,-1,-1,-1,-1,-1,-1,-1,-1,
154,San Marino,699,-1,42,-1,657,-1,0,-1,20597,1238,5729,168813,33937,Europe,49,808,6
155,Réunion,660,3,4,-1,592,-1,64,4,737,4,35419,39538,895830,Africa,1357,223958,25
156,Lesotho,604,-1,13,-1,144,-1,447,-1,282,6,7463,3481,2143618,Africa,3549,164894,287
157,Channel Islands,587,-1,47,-1,533,-1,7,-1,3374,270,30721,176567,173991,Europe,296,3702,6
158,Bahamas,574,66,14,-1,91,-1,469,1,1459,36,4286,10891,393544,North America,686,28110,92
159,Vietnam,546,37,2,2,373,4,171,-1,6,0.02,430000,4414,97408737,Asia,178404,48704369,227
160,Tanzania,509,-1,21,-1,183,-1,305,7,9,0.4,-1,-1,59853712,Africa,117591,2850177,
161,Taiwan,467,-1,7,-1,441,-1,19,-1,20,0.3,81587,3425,23820377,Asia,51007,3402911,292
162,Gambia,403,-1,8,-1,66,-1,329,-1,166,3,4859,2007,2421450,Africa,6009,302681,498
163,Guyana,401,-1,20,-1,185,-1,196,3,510,25,4641,5898,786864,South America,1962,39343,170
164,Burundi,387,-1,1,-1,304,-1,82,-1,32,0.08,14362,1205,11915413,Africa,30789,11915413,830
165,Comoros,378,-1,7,-1,330,-1,41,-1,434,8,-1,-1,870971,Africa,2304,124424,
166,Myanmar,353,-1,6,-1,296,1,51,-1,6,0.1,112381,2064,54439424,Asia,154219,9073237,484
167,Mauritius,344,-1,10,-1,332,-1,2,-1,270,8,205285,161395,1271944,Africa,3698,127194,6
168,Isle of Man,336,-1,24,-1,312,-1,0,-1,3950,282,8181,96168,85070,Europe,253,3545,10
169,Mongolia,291,-1,-1,-1,225,-1,66,4,89,-1,35477,10808,3282334,Asia,11279,-1,93
170,Eritrea,279,-1,-1,-1,225,-1,54,-1,79,-1,-1,-1,3550236,Africa,12725,-1,
171,Martinique,269,-1,15,-1,98,-1,156,4,717,40,12227,32584,375240,North America,1395,25016,31
172,Guadeloupe,244,-1,14,-1,176,-1,54,3,610,35,15235,38075,400130,North America,1640,28581,26
173,Cambodia,234,-1,-1,-1,164,2,70,1,14,-1,63364,3786,16736949,Asia,71525,-1,264
174,Faeroe Islands,225,-1,-1,-1,189,1,36,1,4603,-1,37550,768239,48878,Europe,217,-1,1
175,Cayman Islands,203,-1,1,-1,202,-1,0,-1,3086,15,29942,455163,65783,North America,324,65783,2
176,Gibraltar,187,-1,-1,-1,181,1,6,-1,5551,-1,21244,630573,33690,Europe,180,-1,2
177,Trinidad and Tobago,169,5,8,-1,132,2,29,-1,121,6,7766,5548,1399864,North America,8283,174983,180
178,Bermuda,156,-1,9,-1,141,-1,6,-1,2506,145,20962,336696,62258,North America,399,6918,3
179,Brunei,141,-1,3,-1,138,-1,0,-1,322,7,40202,91825,437813,Asia,3105,145938,11
180,Sint Maarten,128,2,15,-1,64,-1,49,-1,2983,350,857,19970,42914,North America,335,2861,50
181,Aruba,121,1,3,-1,105,-1,13,-1,1133,28,11449,107197,106803,North America,883,35601,9
182,Monaco,120,-1,4,-1,105,-1,11,-1,3056,102,38209,973106,39265,Europe,327,9816,1
183,Seychelles,114,-1,-1,-1,39,-1,75,-1,1159,-1,-1,-1,98397,Africa,863,-1,
184,Barbados,110,-1,7,-1,96,-1,7,-1,383,24,10881,37860,287404,North America,2613,41058,26
185,Turks and Caicos,107,3,2,-1,37,-1,68,3,2761,52,1179,30420,38758,North America,362,19379,33
186,Bhutan,101,-1,-1,-1,88,-1,13,-1,131,-1,43196,55933,772280,Asia,7646,-1,18
187,Antigua and Barbuda,91,-1,3,-1,67,-1,21,1,929,31,1345,13725,97994,North America,1077,32665,73
188,Liechtenstein,88,-1,1,-1,85,-1,2,-1,2307,26,900,23599,38137,Europe,433,38137,42
189,Papua New Guinea,72,9,2,-1,11,-1,59,-1,8,0.2,10000,1116,8959762,Australia/Oceania,124441,4479881,896
190,French Polynesia,62,-1,-1,-1,62,-1,0,-1,221,-1,5390,19179,281041,Australia/Oceania,4533,-1,52
191,St. Vincent Grenadines,54,2,-1,-1,44,5,10,-1,487,-1,1866,16816,110969,North America,2055,-1,59
192,Saint Martin,49,-1,3,-1,41,-1,5,1,1266,77,1080,27895,38716,North America,790,12905,36
193,Belize,48,-1,2,-1,27,-1,19,-1,121,5,3251,8165,398173,North America,8295,199087,122
194,Macao,46,-1,-1,-1,46,-1,0,-1,71,-1,4071,6263,650024,Asia,14131,-1,160
195,Curaçao,29,-1,1,-1,24,-1,4,-1,177,6,1080,6579,164148,North America,5660,164148,152
196,Fiji,27,-1,1,1,18,-1,8,-1,30,1,6693,7462,896971,Australia/Oceania,33221,896971,134
197,Saint Lucia,25,-1,-1,-1,22,-1,3,-1,136,-1,2968,16157,183696,North America,7348,-1,62
198,Grenada,24,-1,-1,-1,23,-1,1,-1,213,-1,6252,55541,112566,North America,4690,-1,18
199,Timor-Leste,24,-1,-1,-1,24,-1,0,-1,18,-1,1568,1188,1320331,Asia,55014,-1,842
200,New Caledonia,22,-1,-1,-1,22,-1,0,-1,77,-1,10186,35651,285717,Australia/Oceania,12987,-1,28
201,Laos,20,-1,-1,-1,19,-1,1,-1,3,-1,27106,3721,7283730,Asia,364187,-1,269
202,Dominica,18,-1,-1,-1,18,-1,0,-1,250,-1,1005,13958,72001,North America,4000,-1,72
203,Saint Kitts and Nevis,17,-1,-1,-1,16,1,1,-1,319,-1,1026,19275,53229,North America,3131,-1,52
204,Greenland,14,-1,-1,-1,13,-1,1,-1,247,-1,5856,103139,56778,North America,4056,-1,10
205,Falkland Islands,13,-1,-1,-1,13,-1,0,-1,3728,-1,1816,520792,3487,South America,268,-1,2
206,Montserrat,12,-1,1,-1,10,-1,1,-1,2404,200,61,12220,4992,North America,416,4992,82
207,Vatican City,12,-1,-1,-1,12,-1,0,-1,14981,-1,-1,-1,801,Europe,67,-1,
208,Caribbean Netherlands,11,-1,-1,-1,7,-1,4,-1,419,-1,424,16157,26242,North America,2386,-1,62
209,Western Sahara,10,-1,1,-1,8,-1,1,-1,17,2,-1,-1,598400,Africa,59840,598400,
210,MS Zaandam,9,-1,2,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,
211,British Virgin Islands,8,-1,1,-1,7,-1,0,-1,264,33,439,14514,30247,North America,3781,30247,69
212,St. Barth,7,-1,-1,-1,6,-1,1,-1,709,-1,1246,126126,9879,North America,1411,-1,8
213,Saint Pierre Miquelon,4,-1,-1,-1,1,-1,3,-1,691,-1,-1,-1,5792,North America,1448,-1,
214,Anguilla,3,-1,-1,-1,3,-1,0,-1,200,-1,380,25310,15014,North America,5005,-1,40
215,China,84292,127,4634,-1,78974,17,684,6,59,3,90410000,62814,1439323776,Asia,17075,310601,16
