index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,2043498,17005,114102,1047,783434,9954,1145962,16900,6176,345,22088631,66756,330885824,North America,162,2900,15
2,Brazil,739503,28616,38406,1094,325602,-1,375495,8318,3481,181,999836,4706,212467494,South America,287,5532,213
3,Russia,485253,8595,6142,171,242397,11709,236714,2300,3325,42,13254678,90828,145930871,Europe,301,23760,11
4,UK,289140,1741,40883,286,-1,-1,-1,516,4261,602,5870506,86503,67864660,Europe,235,1660,12
5,Spain,289046,249,27136,-1,-1,-1,-1,617,6182,580,4465338,95508,46753739,Europe,162,1723,10
6,India,276146,10218,7750,277,134667,5572,133729,8944,200,6,4916116,3565,1379159619,Asia,4994,177956,281
7,Italy,235561,283,34043,79,168646,2062,32872,263,3896,563,4318650,71422,60466843,Europe,257,1776,14
8,Peru,203736,4040,5738,167,92929,3373,105069,1077,6185,174,1227691,37268,32942259,South America,162,5741,27
9,Germany,186516,311,8831,48,170200,600,7485,540,2227,105,4348880,51916,83768186,Europe,449,9486,19
10,Iran,175927,2095,8425,74,138457,2097,29045,2639,2096,100,1128601,13448,83924324,Asia,477,9961,74
11,Turkey,172114,993,4729,18,144598,3218,22787,642,2042,56,2415179,28656,84282117,Asia,490,17822,35
12,France,154591,403,29296,87,71506,444,53789,955,2369,449,1384633,21216,65265090,Europe,422,2228,47
13,Chile,142759,3913,2283,19,95631,-1,44845,1689,7472,119,746592,39076,19106092,South America,134,8369,26
14,Mexico,120102,2999,14053,354,87633,3214,18416,378,932,109,344375,2673,128847928,North America,1073,9169,374
15,Saudi Arabia,108571,3288,783,37,76339,1815,31449,1686,3122,23,997673,28687,34778459,Asia,320,44417,35
16,Pakistan,108317,4646,2172,105,35018,663,71127,111,491,10,730453,3311,220603292,Asia,2037,101567,302
17,Canada,96616,372,7895,60,55537,537,33184,1828,2561,209,1930141,51168,37721735,North America,390,4778,20
18,Qatar,71879,1721,62,5,47569,1634,24248,236,25600,22,265035,94392,2807805,Asia,39,45287,11
19,Bangladesh,71675,3171,975,45,15337,777,55363,1,435,6,425595,2586,164587111,Asia,2296,168807,387
20,Belgium,59437,89,9619,13,16324,9,33494,115,5130,830,958513,82726,11586627,Europe,195,1205,12
21,South Africa,52991,2112,1162,82,29006,2907,22823,208,894,20,968070,16336,59261034,Africa,1118,50999,61
22,Belarus,50265,812,282,6,24506,626,25477,92,5319,30,644160,68169,9449500,Europe,188,33509,15
23,Netherlands,47903,164,6031,15,-1,-1,-1,92,2796,352,424448,24774,17132661,Europe,358,2841,40
24,Sweden,45924,202,4717,23,-1,-1,-1,288,4549,467,275500,27289,10095462,Europe,220,2140,37
25,Ecuador,43917,539,3690,48,21020,-1,19207,219,2492,209,128175,7272,17625612,South America,401,4777,138
26,Colombia,40719,-1,1308,-1,16427,-1,22984,335,801,26,421725,8294,50848887,South America,1249,38875,121
27,UAE,39904,528,283,2,22740,465,16881,1,4038,29,2537000,256708,9882820,Asia,248,34922,4
28,Singapore,38514,218,25,-1,25877,509,12612,3,6586,4,408495,69858,5847525,Asia,152,233901,14
29,Egypt,36829,1385,1306,35,9786,411,25737,41,360,13,135000,1321,102204915,Africa,2775,78258,757
30,Portugal,35306,421,1492,7,21339,183,12475,65,3462,146,940988,92269,10198365,Europe,289,6835,11
31,Kuwait,33140,630,273,4,22162,920,10705,173,7768,64,321506,75356,4266472,Asia,129,15628,13
32,Indonesia,33076,1043,1923,40,11414,510,19739,-1,121,7,429161,1570,273342397,Asia,8264,142144,637
33,Switzerland,30988,16,1934,11,28700,-1,354,24,3582,224,428973,49588,8650765,Europe,279,4473,20
34,Ukraine,27856,394,810,13,12412,217,14634,304,637,19,437444,9999,43747990,Europe,1571,54010,100
35,Poland,27560,400,1183,17,13196,198,13181,160,728,31,1087853,28742,37848958,Europe,1373,31994,35
36,Ireland,25215,8,1691,8,22698,-1,826,34,5110,343,367780,74535,4934313,Europe,196,2918,13
37,Argentina,23620,-1,698,5,7568,263,15354,274,523,15,203051,4495,45170095,South America,1912,64714,222
38,Philippines,22992,518,1017,6,4736,99,17239,82,210,9,451625,4125,109487582,Asia,4762,107657,242
39,Afghanistan,21459,542,384,15,2651,480,18424,19,552,10,49530,1274,38867774,Asia,1811,101218,785
40,Romania,20749,145,1354,15,14910,84,4485,152,1078,70,511295,26568,19244598,Europe,927,14213,38
41,Dominican Republic,20415,289,544,5,12208,50,7663,110,1883,50,94511,8718,10841126,North America,531,19929,115
42,Oman,18198,712,83,2,4152,359,13963,85,3570,16,114064,22377,5097444,Asia,280,61415,45
43,Israel,18180,148,299,1,15159,57,2722,29,1977,33,678009,73716,9197590,Asia,506,30761,14
44,Japan,17174,-1,916,-1,15148,-1,1110,99,136,7,316848,2505,126497998,Asia,7366,138098,399
45,Austria,16979,11,672,-1,15875,36,432,19,1886,75,500921,55637,9003309,Europe,530,13398,18
46,Panama,16854,-1,398,-1,10401,-1,6055,87,3910,92,72697,16866,4310325,North America,256,10830,59
47,Bahrain,15731,314,29,2,10606,280,5096,13,9269,17,378235,222874,1697080,Asia,108,58520,4
48,Iraq,14268,787,392,22,5831,259,8045,70,355,10,322691,8035,40160173,Asia,2815,102449,124
49,Bolivia,13949,306,475,10,2159,73,11315,3,1196,41,38092,3266,11662786,South America,836,24553,306
50,Armenia,13675,350,217,6,4451,352,9007,10,4615,73,71405,24100,2962921,Asia,217,13654,41
51,Kazakhstan,13074,215,61,5,8015,639,4998,62,697,3,998556,53221,18762470,Asia,1435,307581,19
52,Nigeria,12801,-1,361,-1,4040,-1,8400,7,62,2,78244,380,205780197,Africa,16075,570028,2
53,Denmark,12001,39,593,-1,10849,57,559,15,2072,102,730924,126217,5790999,Europe,483,9766,8
54,Serbia,11965,69,250,-1,11348,-1,367,15,1369,29,282049,32274,8739312,Europe,730,34957,31
55,S. Korea,11852,38,274,1,10589,26,989,15,231,5,1035997,20208,51266643,Asia,4326,187105,49
56,Algeria,10382,117,724,9,6951,152,2707,36,237,17,-1,-1,43798266,Africa,4219,60495,
57,Moldova,10025,218,365,12,5797,59,3863,305,2485,90,63328,15697,4034488,Europe,402,11053,64
58,Ghana,9910,-1,48,-1,3645,-1,6217,3,319,2,235443,7588,31028714,Africa,3131,646432,132
59,Czechia,9728,31,328,-1,7052,58,2348,11,908,31,478825,44717,10707826,Europe,1101,32646,22
60,Norway,8567,6,239,-1,8138,-1,190,5,1581,44,262236,48395,5418646,Europe,633,22672,21
61,Morocco,8437,135,210,2,7493,85,734,15,229,6,335643,9100,36882853,Africa,4372,175633,110
62,Malaysia,8336,7,117,-1,6975,281,1244,6,258,4,618360,19121,32339526,Asia,3880,276406,52
63,Cameroon,8312,252,212,-1,4794,46,3306,28,314,8,-1,-1,26499342,Africa,3188,124997,
64,Azerbaijan,8191,315,98,5,4606,229,3487,66,808,10,343391,33887,10133526,Asia,1237,103403,30
65,Guatemala,7502,447,267,15,1323,62,5912,5,419,15,31427,1756,17893400,North America,2385,67016,569
66,Australia,7267,2,102,-1,6720,14,445,2,285,4,1650684,64781,25481186,Australia/Oceania,3506,249816,15
67,Finland,7025,24,324,1,5800,-1,901,4,1268,58,205600,37110,5540221,Europe,789,17099,27
68,Honduras,6450,123,262,4,740,28,5448,13,652,26,21540,2177,9894290,North America,1534,37764,459
69,Sudan,6427,185,389,17,2127,68,3911,-1,147,9,401,9,43778058,Africa,6812,112540,109
70,Tajikistan,4690,81,48,-1,2815,52,1827,-1,492,5,-1,-1,9522852,Asia,2030,198393,
71,Uzbekistan,4520,80,18,-1,3459,102,1043,9,135,0.5,748555,22386,33437803,Asia,7398,1857656,45
