index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,5990437,34709,183317,913,3271463,17181,2535657,16521,18082,553,78492802,236925,331298704,North America,55,1807,4
2,Brazil,3683224,9048,116964,298,2848395,-1,717865,8318,17309,550,14172764,66605,212789010,South America,58,1819,15
3,India,3307749,75995,60629,1017,2523443,56191,723677,8944,2393,44,37651512,27243,1382048762,Asia,418,22795,37
4,Russia,970865,4676,16683,115,786150,6403,168032,2300,6652,114,35100000,240503,145944161,Europe,150,8748,4
5,South Africa,615701,2684,13502,194,525242,4861,76957,539,10362,227,3598973,60568,59420382,Africa,97,4401,17
6,Peru,607382,-1,28001,-1,414577,-1,164804,1522,18383,847,3032744,91790,33040169,South America,54,1180,11
7,Mexico,568621,4916,61450,650,393101,3977,114070,3442,4403,476,1278436,9900,129136438,North America,227,2101,101
8,Colombia,562128,-1,17889,-1,395470,-1,148769,1493,11030,351,2546147,49959,50964400,South America,91,2849,20
9,Spain,426818,3594,28971,47,-1,-1,-1,697,9128,620,8517446,182162,46757585,Europe,110,1614,5
10,Chile,402365,1380,10990,32,376268,1805,15107,1004,21021,574,2276223,118919,19141022,South America,48,1742,8
11,Iran,365606,2243,21020,119,314870,1812,29716,3831,4345,250,3113806,37002,84153431,Asia,230,4003,27
12,Argentina,359638,-1,7661,98,268801,5599,83176,1990,7946,169,1148574,25378,45258393,South America,126,5908,39
13,UK,328846,1048,41465,16,-1,-1,-1,68,4840,610,15177265,223391,67940503,Europe,207,1639,4
14,Saudi Arabia,310836,1068,3755,33,284945,1013,22136,1601,8908,108,4792192,137335,34894083,Asia,112,9293,7
15,Bangladesh,302147,2519,4082,54,190183,3427,107882,-1,1832,25,1485261,9005,164936512,Asia,546,40406,111
16,Pakistan,294193,482,6267,12,278939,514,8987,669,1328,28,2512337,11341,221518879,Asia,753,35347,88
17,Italy,262540,1366,35458,13,206329,314,20753,69,4343,587,8219421,135975,60447970,Europe,230,1705,7
18,Turkey,262507,1313,6183,20,239797,1002,16527,841,3107,73,6621749,78387,84475417,Asia,322,13663,13
19,France,253587,5429,30544,-1,85524,-1,137519,410,3884,468,6000000,91890,65295782,Europe,257,2138,11
20,Germany,239000,1428,9352,7,209600,-1,20048,245,2851,112,11208091,133708,83825131,Europe,351,8963,7
21,Iraq,215784,3837,6668,72,157215,3454,51901,595,5347,165,1502546,37235,40352994,Asia,187,6052,27
22,Philippines,202361,5277,3137,99,133460,1131,65764,717,1843,29,2406194,21915,109798441,Asia,543,35001,46
23,Indonesia,160165,2306,6944,86,115409,2542,37812,-1,585,25,2106753,7690,273958422,Asia,1710,39453,130
24,Canada,126225,256,9093,3,112255,205,4877,44,3340,241,5205086,137729,37792182,North America,299,4156,7
25,Qatar,117742,244,194,-1,114558,240,2990,63,41934,69,604112,215155,2807805,Asia,24,14473,5
26,Bolivia,110999,851,4664,86,48875,1825,57460,71,9490,399,236863,20250,11696726,South America,105,2508,49
27,Ecuador,110549,1519,6410,42,95097,72,9042,370,6252,363,315924,17866,17682740,South America,160,2759,56
28,Ukraine,110085,1670,2354,36,53454,584,54277,177,2520,54,1452006,33233,43692290,Europe,397,18561,30
29,Israel,108403,1943,875,16,86466,2644,21062,404,11786,95,2180096,237029,9197590,Asia,85,10512,4
30,Kazakhstan,105075,173,1523,-1,93990,585,9562,221,5586,81,2291327,121812,18810323,Asia,179,12351,8
31,Egypt,97619,-1,5298,-1,67717,-1,24604,41,951,52,135000,1316,102616874,Africa,1051,19369,760
32,Dominican Republic,92557,340,1613,28,63478,1018,27466,249,8519,148,355839,32753,10864291,North America,117,6735,31
33,Panama,88381,-1,1919,-1,62759,-1,23703,153,20436,444,313342,72452,4324810,North America,49,2254,14
34,Sweden,87072,-1,5817,5,-1,-1,-1,21,8613,575,1094856,108307,10108859,Europe,116,1738,9
35,Oman,84818,166,646,4,79409,262,4763,148,16549,126,309212,60332,5125210,Asia,60,7934,17
36,Belgium,82447,355,9878,-1,18291,49,54278,85,7109,852,2144563,184918,11597351,Europe,141,1174,5
37,Kuwait,82271,698,521,2,73906,504,7844,92,19222,122,599413,140052,4279939,Asia,52,8215,7
38,Romania,81646,1256,3421,54,36286,470,41939,502,4249,178,1705368,88741,19217398,Europe,235,5617,11
39,Belarus,70974,247,657,5,69378,281,939,-1,7511,70,1487902,157469,9448840,Europe,133,14382,6
40,Guatemala,70714,1063,2662,32,58783,892,9269,5,3936,148,229882,12797,17964128,North America,254,6748,78
41,Netherlands,68114,571,6215,8,-1,-1,-1,47,3974,363,1455274,84902,17140718,Europe,252,2758,12
42,UAE,68020,399,378,1,59070,316,8572,-1,6865,38,6687414,674932,9908281,Asia,146,26212,1
43,Poland,63802,729,1994,17,43399,615,18409,79,1686,53,2577726,68121,37840158,Europe,593,18977,15
44,Japan,63121,-1,1196,-1,50431,-1,11494,252,499,9,1357628,10739,126415848,Asia,2003,105699,93
45,Singapore,56495,60,27,-1,54971,155,1497,-1,9645,5,1832813,312910,5857317,Asia,104,216938,3
46,Portugal,56274,362,1807,2,41184,163,13283,38,5521,177,1958651,192174,10192057,Europe,181,5640,5
47,Honduras,55877,398,1703,20,9124,568,45050,47,5628,172,135216,13620,9927888,North America,178,5830,73
48,Morocco,55864,1336,984,29,40586,2293,14294,31,1511,27,1824251,49336,36976064,Africa,662,37577,20
49,Nigeria,52800,-1,1007,-1,39964,-1,11829,7,255,5,379542,1835,206872333,Africa,3918,205434,545
50,Bahrain,50076,-1,186,-1,46673,-1,3217,32,29288,109,1058509,619099,1709757,Asia,34,9192,2
51,Ethiopia,45221,1533,725,16,16311,515,28185,327,392,6,813410,7050,115372012,Africa,2551,159134,142
