index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,New Recov,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent,col1,col2,col3
1,USA,5696473,40499,176198,1124,3054276,43178,2465999,16969,17196,532,73081228,220615,331261650,North America,58,1880,5
2,Brazil,3460413,48541,111189,1170,2615254,61075,733970,8318,16264,523,13729872,64532,212760156,South America,61,1914,15
3,India,2835822,69196,53994,980,2096068,59365,685760,8944,2052,39,31742782,22972,1381789480,Asia,487,25592,44
4,Russia,937321,4828,15989,117,749423,6795,171909,2300,6423,110,33217468,227606,145942968,Europe,156,9128,4
5,South Africa,596060,3916,12423,159,491441,5973,92196,539,10034,209,3455671,58170,59406081,Africa,100,4782,17
6,Peru,549321,-1,26658,-1,374019,-1,148644,1527,16630,807,2818943,85341,33031382,South America,60,1239,12
7,Mexico,531239,5506,57774,751,363307,3960,110158,3646,4115,447,1196707,9269,129110546,North America,243,2235,108
8,Colombia,502178,13056,15979,360,326298,13975,159901,1493,9856,314,2337241,45870,50954033,South America,101,3189,22
9,Chile,390037,1182,10578,32,364285,1845,15174,1120,20380,553,2087354,109069,19137888,South America,49,1809,9
10,Spain,387985,3715,28797,127,-1,-1,-1,617,8298,616,7955615,170147,46757240,Europe,121,1624,6
11,Iran,350279,2444,20125,153,302528,1647,27626,3868,4163,239,2939840,34943,84132870,Asia,240,4181,29
12,UK,321098,812,41397,16,-1,-1,-1,73,4727,609,14988134,220629,67933697,Europe,212,1641,5
13,Argentina,312659,6693,6330,282,228725,5194,77604,1795,6910,140,1012979,22386,45250469,South America,145,7149,45
14,Saudi Arabia,302686,1363,3506,36,274091,1180,25089,1725,8677,101,4378417,125515,34883707,Asia,115,9950,8
15,Pakistan,290445,613,6201,11,272128,2119,12116,743,1312,28,2340072,10568,221436711,Asia,762,35710,95
16,Bangladesh,285091,2747,3781,41,165738,2913,115572,-1,1729,23,1393497,8450,164905156,Asia,578,43614,118
17,Italy,255278,642,35412,7,204506,364,15360,66,4223,586,7713154,127596,60449664,Europe,237,1707,8
18,Turkey,253108,1303,6039,23,233915,1002,13154,719,2997,72,5969629,70682,84458069,Asia,334,13985,14
19,Germany,229700,1595,9314,9,203900,1000,16486,224,2740,111,10197366,121658,83820021,Europe,365,8999,8
20,France,225043,3776,30468,17,84065,-1,110510,384,3447,467,6000000,91893,65293028,Europe,290,2143,11
21,Iraq,188802,4093,6121,85,134369,2529,48312,582,4681,152,1345459,33357,40335690,Asia,214,6590,30
22,Philippines,173774,4650,2795,111,113481,716,57498,489,1583,25,2163050,19705,109770544,Asia,632,39274,51
23,Indonesia,144945,1902,6346,69,98657,2351,39942,-1,529,23,1915039,6992,273903138,Asia,1890,43162,143
24,Canada,123422,268,9049,4,109777,420,4596,67,3266,239,4880172,129153,37785859,North America,306,4176,8
25,Qatar,115956,295,193,-1,112658,303,3105,66,41298,69,566013,201586,2807805,Asia,24,14548,5
26,Ecuador,104475,1534,6146,41,87277,94,11052,365,5910,348,293066,16578,17677613,South America,169,2876,60
27,Kazakhstan,103571,271,1415,-1,86286,1841,15870,221,5507,75,2291327,121840,18806029,Asia,182,13290,8
28,Bolivia,103019,1796,4172,49,38623,1152,60224,71,8810,357,221379,18932,11693680,South America,114,2803,53
29,Israel,97969,1560,781,73,73092,1102,24096,398,10652,85,2151295,233898,9197590,Asia,94,11777,4
30,Egypt,96914,161,5197,13,62553,991,29164,41,945,51,135000,1316,102579903,Africa,1058,19738,760
31,Ukraine,96403,1967,2144,28,49737,812,44522,177,2206,49,1335000,30551,43697289,Europe,453,20381,33
32,Dominican Republic,88127,1004,1501,12,56760,1256,29866,288,8113,138,331160,30487,10862212,North America,123,7237,33
33,Sweden,85411,-1,5802,5,-1,-1,-1,29,8450,574,973523,96315,10107657,Europe,118,1742,10
34,Panama,83754,964,1827,18,58274,1083,23653,157,19372,423,276389,63927,4323510,North America,52,2366,16
35,Oman,83606,188,603,6,78188,211,4815,158,16321,118,309212,60361,5122718,Asia,61,8495,17
36,Belgium,78897,363,9959,15,18048,45,50890,89,6804,859,2023900,174528,11596389,Europe,147,1164,6
37,Kuwait,78145,675,507,2,69771,528,7867,96,18264,118,573251,133977,4278730,Asia,55,8439,7
38,Romania,73617,1409,3106,32,33566,431,36945,480,3830,162,1566632,81511,19219839,Europe,261,6188,12
39,Belarus,69801,128,622,5,67647,308,1532,-1,7387,66,1437110,152093,9448899,Europe,135,15191,7
40,UAE,65341,435,367,1,58022,113,6952,-1,6596,37,6193635,625241,9905996,Asia,152,26992,2
41,Guatemala,64881,1034,2467,48,53362,992,9052,5,3613,137,209138,11646,17957780,North America,277,7279,86
42,Netherlands,64525,552,6181,6,-1,-1,-1,54,3765,361,1312787,76592,17139995,Europe,266,2773,13
43,Poland,58611,735,1913,17,40099,456,16599,83,1549,51,2409394,63672,37840948,Europe,646,19781,16
