index,Country,Tot cases,New cases,Tot Deaths,New Deaths,Total Recovered,Active Cases,Serious,Tot C par million,Deaths par million,Total Test,Tot T par million,population,Continent
71,Guinea,3176,-1,20,-1,1631,1525,24,243,2,13726,1048,13091643,Africa
72,Uzbekistan,3164,49,13,-1,2565,586,4,95,0.4,460000,13766,33416589,Asia
73,Guatemala,3054,311,55,4,244,2755,5,171,3,25464,1424,17878891,North America
74,Senegal,3047,71,35,1,1456,1556,12,183,2,35016,2098,16693148,Africa
75,Thailand,3040,-1,56,-1,2921,63,61,44,0.8,328073,4701,69782104,Asia
76,Tajikistan,2929,191,46,2,1301,1582,-1,308,5,-1,-1,9513464,Asia
77,Greece,2878,2,171,-1,1374,1333,19,276,16,153963,14764,10428054,Europe
78,Bulgaria,2427,19,130,4,840,1457,29,349,19,74096,10656,6953511,Europe
79,Bosnia and Herzegovina,2401,10,144,3,1680,577,4,731,44,59532,18134,3282809,Europe
80,Ivory Coast,2376,10,30,-1,1219,1127,-1,90,1,23444,891,26303693,Africa
81,Djibouti,2270,-1,10,-1,1064,1196,-1,2301,10,22097,22401,986441,Africa
82,Croatia,2244,1,99,-1,2027,118,6,546,24,61482,14967,4107737,Europe
83,DRC,2141,116,63,-1,317,1761,-1,24,0.7,-1,-1,89241709,Africa
84,North Macedonia,1978,37,113,-1,1422,443,21,949,54,25270,12129,2083383,Europe
85,Cuba,1941,10,82,1,1689,170,3,171,7,94060,8304,11327310,North America
86,Gabon,1934,-1,12,-1,459,1463,10,871,5,9908,4464,2219772,Africa
87,El Salvador,1915,96,35,2,594,1286,25,295,5,72616,11201,6482821,North America
88,Estonia,1823,2,64,-1,1532,227,1,1374,48,75779,57129,1326445,Europe
89,Iceland,1804,-1,10,-1,1791,3,-1,5290,29,58225,170742,341012,Europe
90,Lithuania,1623,7,63,-1,1138,422,17,595,23,267719,98215,2725846,Europe
91,Somalia,1594,-1,61,-1,204,1329,2,101,4,-1,-1,15841801,Africa
92,Mayotte,1587,66,20,1,894,673,11,5833,74,5200,19113,272066,Africa
93,Slovakia,1509,5,28,-1,1301,180,1,276,5,158414,29017,5459375,Europe
94,New Zealand,1504,-1,21,-1,1456,27,1,312,4,259152,53787,4818119,Australia/Oceania
95,Slovenia,1468,-1,107,1,1340,21,4,706,51,75110,36130,2078909,Europe
96,Kyrgyzstan,1403,38,14,-1,980,409,5,215,2,98281,15091,6512401,Asia
97,Maldives,1371,58,4,-1,144,1223,9,2541,7,11775,21826,539495,Asia
98,Kenya,1214,22,51,1,383,780,1,23,1.0,59260,1105,53637887,Africa
99,Sri Lanka,1141,52,9,-1,674,458,1,53,0.4,53092,2480,21404007,Asia
100,Lebanon,1114,17,26,-1,688,400,4,163,4,74224,10870,6828453,Asia
101,Guinea-Bissau,1114,-1,6,-1,42,1066,-1,568,3,1500,764,1962720,Africa
102,Hong Kong,1066,-1,4,-1,1030,32,1,142,0.5,202930,27091,7490593,Asia
103,Tunisia,1048,-1,48,1,914,86,3,89,4,47649,4036,11805475,Africa
104,Latvia,1047,1,22,-1,712,313,2,555,12,99049,52457,1888181,Europe
105,Mali,1030,15,65,2,597,368,-1,51,3,3483,173,20182888,Africa
106,Venezuela,1010,-1,10,-1,262,738,2,36,0.4,771276,27116,28443938,South America
107,Albania,998,9,32,1,789,177,5,347,11,13279,4614,2878112,Europe
108,Equatorial Guinea,960,-1,11,-1,165,784,-1,687,8,854,611,1397507,Africa
109,Niger,943,-1,61,-1,775,107,-1,39,3,5989,248,24100778,Africa
110,Cyprus,935,8,17,-1,594,324,10,775,14,99733,82667,1206440,Asia
111,Costa Rica,930,12,10,-1,620,300,3,183,2,23378,4594,5089207,North America
112,Zambia,920,-1,7,-1,336,577,1,50,0.4,20011,1092,18324217,Africa
113,Haiti,865,53,26,1,22,817,-1,76,2,2718,239,11387625,North America
114,Paraguay,862,12,11,-1,307,544,-1,121,2,24812,3483,7123140,South America
115,Burkina Faso,814,-1,52,-1,672,90,-1,39,2,-1,-1,20836960,Africa
116,Uruguay,764,-1,22,-1,616,126,5,220,6,37590,10825,3472495,South America
117,Andorra,762,-1,51,-1,653,58,3,9864,660,3750,48542,77252,Europe
118,Georgia,730,2,12,-1,522,196,6,183,3,48565,12172,3989931,Asia
119,Diamond Princess,712,-1,13,-1,651,48,4,-1,-1,-1,-1,0,
120,Jordan,708,4,9,-1,471,228,5,69,0.9,163173,16009,10192398,Asia
121,Sierra Leone,707,86,40,1,241,426,-1,89,5,-1,-1,7958865,Africa
122,Chad,675,27,60,-1,215,400,-1,41,4,-1,-1,16370988,Africa
123,San Marino,665,-1,42,-1,266,357,1,19603,1238,3968,116967,33924,Europe
124,South Sudan,655,-1,8,-1,6,641,-1,59,0.7,3356,300,11179687,Africa
125,Malta,610,1,6,-1,476,128,1,1382,14,60812,137764,441423,Europe
126,CAR,604,52,1,-1,22,581,-1,125,0.2,11570,2400,4820525,Africa
127,Nepal,603,19,3,-1,87,513,-1,21,0.1,138841,4775,29078960,Asia
128,Ethiopia,582,88,5,-1,152,425,-1,5,0.04,81010,707,114638437,Africa
129,Channel Islands,558,-1,45,-1,517,-4,-1,3213,259,10255,59041,173694,Europe
130,Jamaica,550,6,9,-1,200,341,1,186,3,9923,3353,2959835,North America
131,Madagascar,527,39,2,-1,142,383,6,19,0.07,5670,205,27609355,Africa
132,Tanzania,509,-1,21,-1,183,305,7,9,0.4,-1,-1,59536336,Africa
133,Congo,487,-1,16,-1,147,324,-1,89,3,-1,-1,5502591,Africa
134,Réunion,452,-1,1,-1,411,40,2,505,1,17200,19226,894644,Africa
135,Taiwan,441,-1,7,-1,414,20,-1,19,0.3,70697,2969,23812392,Asia
136,Palestine,423,-1,3,-1,357,63,-1,83,0.6,44876,8820,5087975,Asia
137,Togo,381,8,12,-1,141,228,-1,46,1,16747,2028,8256716,Africa
138,Cabo Verde,380,9,3,-1,155,222,-1,684,5,1307,2353,555344,Africa
139,Isle of Man,336,-1,24,-1,303,9,2,3954,282,4454,52409,84986,Europe
140,Mauritius,334,2,10,-1,322,2,-1,263,8,102247,80411,1271554,Africa
141,Rwanda,327,2,-1,-1,237,90,-1,25,-1,58477,4528,12915554,Africa
142,Vietnam,325,1,-1,-1,267,58,2,3,-1,275000,2828,97246184,Asia
143,Montenegro,324,-1,9,-1,315,0,-1,516,14,10167,16188,628058,Europe
144,Nicaragua,279,-1,17,-1,199,63,-1,42,3,-1,-1,6616116,North America
145,French Guiana,279,-1,1,-1,143,135,-1,937,3,-1,-1,297793,South America
146,Liberia,265,10,26,-1,139,100,-1,53,5,-1,-1,5044193,Africa
147,Sao Tome and Principe,251,-1,8,-1,4,239,-1,1148,37,175,800,218708,Africa
148,Eswatini,250,12,2,-1,156,92,-1,216,2,4994,4309,1158888,Africa
149,Mauritania,237,10,6,-1,15,216,-1,51,1,2583,557,4635598,Africa
150,Yemen,222,10,42,3,10,170,-1,7,1,120,4,29751976,Asia
151,Myanmar,201,-1,6,-1,122,73,-1,4,0.1,18644,343,54371767,Asia
152,Uganda,198,-1,-1,-1,68,130,-1,4,-1,84975,1865,45570409,Africa
153,Martinique,197,-1,14,-1,91,92,-1,525,37,-1,-1,375294,North America
154,Mozambique,194,26,-1,-1,51,143,-1,6,-1,8463,272,31153827,Africa
155,Benin,191,56,3,-1,82,106,-1,16,0.2,27954,2313,12086686,Africa
156,Faeroe Islands,187,-1,-1,-1,187,0,-1,3829,-1,9153,187393,48844,Europe
157,Guadeloupe,156,-1,13,-1,115,28,3,390,32,3573,8930,400117,North America
158,Gibraltar,154,2,-1,-1,147,7,-1,4571,-1,6524,193636,33692,Europe
159,Brunei,141,-1,1,-1,136,4,2,323,2,18411,42127,437036,Asia
160,Mongolia,141,-1,-1,-1,32,109,25,43,-1,12407,3791,3272517,Asia
161,Bermuda,133,5,9,-1,81,43,2,2135,144,6362,102117,62301,North America
162,Cayman Islands,129,-1,1,-1,61,67,-1,1965,15,8426,128369,65639,North America
163,Guyana,127,-1,10,-1,58,59,4,162,13,1401,1782,786160,South America
164,Cambodia,124,-1,-1,-1,122,2,1,7,-1,16416,983,16693950,Asia
165,Trinidad and Tobago,116,-1,8,-1,108,0,-1,83,6,2903,2075,1399024,North America
166,Aruba,101,-1,3,-1,95,3,3,946,28,2070,19397,106719,North America
167,Bahamas,100,-1,11,-1,45,44,1,255,28,1955,4977,392846,North America
168,Monaco,98,-1,4,-1,90,4,1,2499,102,-1,-1,39213,Europe
169,Barbados,92,-1,7,-1,70,15,4,320,24,4664,16232,287339,North America
170,Comoros,87,9,1,-1,21,65,-1,100,1,-1,-1,867522,Africa
171,Syria,86,16,4,-1,41,41,-1,5,0.2,-1,-1,17452231,Asia
172,Malawi,83,1,4,1,33,46,1,4,0.2,2411,126,19073209,Africa
173,Liechtenstein,82,-1,1,-1,55,26,-1,2151,26,900,23612,38117,Europe
174,Sint Maarten,77,-1,15,-1,59,3,1,1798,350,438,10228,42824,North America
175,Libya,75,-1,3,-1,39,33,-1,11,0.4,4351,634,6861203,Africa
176,Angola,69,8,4,-1,18,47,-1,2,0.1,10000,305,32745816,Africa
177,French Polynesia,60,-1,-1,-1,60,0,-1,214,-1,3873,13796,280739,Australia/Oceania
178,Zimbabwe,56,-1,4,-1,23,29,-1,4,0.3,36538,2462,14839448,Africa
179,Macao,45,-1,-1,-1,45,0,-1,69,-1,-1,-1,648379,Asia
180,Burundi,42,-1,1,-1,20,21,-1,4,0.08,284,24,11849331,Africa
181,Saint Martin,40,-1,3,-1,33,4,1,1036,78,553,14329,38594,North America
182,Eritrea,39,-1,-1,-1,39,0,-1,11,-1,-1,-1,3541114,Africa
183,Botswana,35,5,1,-1,19,15,-1,15,0.4,16100,6862,2346328,Africa
184,Antigua and Barbuda,25,-1,3,-1,19,3,1,256,31,183,1870,97844,North America
185,Gambia,25,-1,1,-1,13,11,-1,10,0.4,1476,613,2408787,Africa
186,Bhutan,24,-1,-1,-1,6,18,-1,31,-1,15293,19843,770702,Asia
187,Timor-Leste,24,-1,-1,-1,24,0,-1,18,-1,738,561,1315658,Asia
188,Grenada,22,-1,-1,-1,17,5,4,196,-1,3007,26736,112469,North America
189,Namibia,21,1,-1,-1,14,7,-1,8,-1,3027,1194,2535822,Africa
190,Laos,19,-1,-1,-1,14,5,-1,3,-1,5487,755,7264107,Asia
191,Belize,18,-1,2,-1,16,0,-1,45,5,1435,3616,396831,North America
192,Fiji,18,-1,-1,-1,15,3,-1,20,-1,1300,1451,895766,Australia/Oceania
193,New Caledonia,18,-1,-1,-1,18,0,-1,63,-1,5454,19123,285208,Australia/Oceania
194,Saint Lucia,18,-1,-1,-1,18,0,-1,98,-1,898,4893,183540,North America
195,St. Vincent Grenadines,18,-1,-1,-1,14,4,-1,162,-1,209,1885,110904,North America
196,Curaçao,17,-1,1,-1,14,2,-1,104,6,504,3073,164024,North America
197,Dominica,16,-1,-1,-1,16,0,-1,222,-1,433,6017,71968,North America
198,Saint Kitts and Nevis,15,-1,-1,-1,15,0,-1,282,-1,391,7355,53160,North America
199,Falkland Islands,13,-1,-1,-1,13,0,-1,3749,-1,445,128316,3468,South America
200,Turks and Caicos,12,-1,1,-1,10,1,-1,310,26,126,3259,38660,North America
201,Vatican City,12,-1,-1,-1,2,10,-1,14981,-1,-1,-1,801,Europe
202,Montserrat,11,-1,1,-1,10,0,-1,2204,200,36,7212,4992,North America
203,Suriname,11,-1,1,-1,9,1,-1,19,2,488,833,586078,South America
204,Greenland,11,-1,-1,-1,11,0,-1,194,-1,1850,32593,56760,North America
205,Seychelles,11,-1,-1,-1,11,0,-1,112,-1,-1,-1,98284,Africa
206,MS Zaandam,9,-1,2,-1,-1,7,-1,-1,-1,-1,-1,0,
207,British Virgin Islands,8,-1,1,-1,6,1,-1,265,33,167,5528,30210,North America
208,Papua New Guinea,8,-1,-1,-1,8,0,-1,0.9,-1,2402,269,8928226,Australia/Oceania
209,Caribbean Netherlands,6,-1,-1,-1,6,0,-1,229,-1,424,16185,26197,North America
210,St. Barth,6,-1,-1,-1,6,0,-1,608,-1,137,13875,9874,North America
211,Western Sahara,6,-1,-1,-1,6,0,-1,10,-1,-1,-1,595664,Africa
212,Anguilla,3,-1,-1,-1,3,0,-1,200,-1,30,2001,14989,North America
213,Lesotho,2,-1,-1,-1,-1,2,-1,0.9,-1,283,132,2140467,Africa
214,Saint Pierre Miquelon,1,-1,-1,-1,1,0,-1,173,-1,-1,-1,5797,North America
215,China,82974,3,4634,-1,78261,79,8,58,3,-1,-1,1439323776,Asia
